State,County,Year,LabourForce,Employed,Unemployed
Arkansas,Mississippi,2019,17358,16467,891
Arkansas,Monroe,2019,2761,2642,119
Arkansas,Montgomery,2019,2970,2832,138
Arkansas,Nevada,2019,3662,3517,145
Arkansas,Newton,2019,3335,3218,117
Arkansas,Ouachita,2019,9838,9330,508
Arkansas,Perry,2019,4275,4100,175
Arkansas,Phillips,2019,6379,5996,383
Arkansas,Pike,2019,4250,4086,164
Arkansas,Poinsett,2019,10279,9929,350
Arkansas,Polk,2019,8121,7782,339
Arkansas,Pope,2019,28869,27618,1251
Arkansas,Prairie,2019,3586,3430,156
Arkansas,Pulaski,2019,190248,183776,6472
Arkansas,Randolph,2019,7301,7017,284
Arkansas,Saline,2019,59114,57450,1664
Arkansas,Scott,2019,4314,4167,147
Arkansas,Searcy,2019,2914,2781,133
Arkansas,Sebastian,2019,56698,54834,1864
Arkansas,Sevier,2019,5513,5248,265
Arkansas,Sharp,2019,5742,5457,285
Arkansas,St. Francis,2019,8197,7772,425
Arkansas,Stone,2019,4726,4503,223
Arkansas,Union,2019,15847,15018,829
Arkansas,Van Buren,2019,5741,5455,286
Arkansas,Washington,2019,124967,121914,3053
Arkansas,White,2019,33800,32281,1519
Arkansas,Woodruff,2019,2773,2627,146
Arkansas,Yell,2019,8417,8081,336
California,Alameda,2019,844346,819675,24671
California,Alpine,2019,551,523,28
California,Amador,2019,14900,14328,572
California,Butte,2019,99242,94162,5080
California,Calaveras,2019,21428,20616,812
California,Colusa,2019,10993,9586,1407
California,Contra Costa,2019,561757,544496,17261
California,Del Norte,2019,9674,9119,555
California,El Dorado,2019,92022,88785,3237
California,Fresno,2019,450760,418092,32668
California,Glenn,2019,12997,12201,796
California,Humboldt,2019,62507,60254,2253
California,Imperial,2019,71411,58331,13080
California,Inyo,2019,8760,8450,310
California,Kern,2019,390999,360783,30216
California,Kings,2019,57788,53222,4566
California,Lake,2019,29158,27687,1471
California,Lassen,2019,9869,9416,453
California,Los Angeles,2019,5121584,4894296,227288
California,Madera,2019,61945,57651,4294
California,Marin,2019,139979,136786,3193
California,Mariposa,2019,7612,7262,350
California,Mendocino,2019,38934,37388,1546
California,Merced,2019,116226,106866,9360
California,Modoc,2019,3171,2947,224
California,Mono,2019,8508,8195,313
California,Monterey,2019,222516,208717,13799
California,Napa,2019,74004,71900,2104
California,Nevada,2019,48639,47022,1617
California,Orange,2019,1623421,1578334,45087
California,Placer,2019,187932,182093,5839
California,Plumas,2019,7903,7296,607
California,Riverside,2019,1104035,1057884,46151
California,Sacramento,2019,712394,686298,26096
California,San Benito,2019,31432,29845,1587
California,San Bernardino,2019,967719,930709,37010
California,San Diego,2019,1590591,1539948,50643
California,San Francisco,2019,583186,570412,12774
California,San Joaquin,2019,327077,307854,19223
California,San Luis Obispo,2019,140931,136914,4017
California,San Mateo,2019,460044,450647,9397
California,Santa Barbara,2019,217882,209843,8039
California,Santa Clara,2019,1053723,1027527,26196
California,Santa Cruz,2019,142277,135530,6747
California,Shasta,2019,74353,70878,3475
California,Sierra,2019,1326,1255,71
California,Siskiyou,2019,17227,16109,1118
California,Solano,2019,209527,201672,7855
California,Sonoma,2019,259394,252428,6966
California,Stanislaus,2019,243454,228753,14701
California,Sutter,2019,45785,42440,3345
California,Tehama,2019,25650,24228,1422
California,Trinity,2019,4693,4436,257
California,Tulare,2019,203980,184353,19627
California,Tuolumne,2019,21317,20366,951
California,Ventura,2019,423390,408169,15221
California,Yolo,2019,108658,104220,4438
California,Yuba,2019,29997,28182,1815
Colorado,Adams,2019,275440,267375,8065
Colorado,Alamosa,2019,8726,8413,313
Colorado,Arapahoe,2019,368504,358574,9930
Colorado,Archuleta,2019,6937,6717,220
Colorado,Baca,2019,2175,2138,37
Colorado,Bent,2019,1919,1863,56
Colorado,Boulder,2019,196991,192351,4640
Colorado,Broomfield,2019,40520,39528,992
Colorado,Chaffee,2019,9871,9636,235
Colorado,Cheyenne,2019,1173,1154,19
Colorado,Clear Creek,2019,6110,5960,150
Colorado,Conejos,2019,4165,4013,152
Colorado,Costilla,2019,1888,1814,74
Colorado,Crowley,2019,1525,1460,65
Colorado,Custer,2019,2088,2025,63
Colorado,Delta,2019,14519,14035,484
Colorado,Denver,2019,421322,409974,11348
Colorado,Dolores,2019,1164,1129,35
Colorado,Douglas,2019,196248,191586,4662
Colorado,Eagle,2019,37073,36241,832
Colorado,El Paso,2019,342735,331453,11282
Colorado,Elbert,2019,15344,15009,335
Colorado,Fremont,2019,15251,14548,703
Colorado,Garfield,2019,32910,32021,889
Colorado,Gilpin,2019,3820,3732,88
Colorado,Grand,2019,9978,9765,213
Colorado,Gunnison,2019,11594,11346,248
Colorado,Hinsdale,2019,438,422,16
Colorado,Huerfano,2019,2542,2396,146
Colorado,Jackson,2019,1003,980,23
Colorado,Jefferson,2019,338722,330124,8598
Colorado,Kiowa,2019,965,950,15
Colorado,Kit Carson,2019,4365,4292,73
Colorado,La Plata,2019,32305,31495,810
Colorado,Lake,2019,4994,4878,116
Colorado,Larimer,2019,206483,201624,4859
Colorado,Las Animas,2019,6635,6377,258
Colorado,Lincoln,2019,2431,2375,56
Colorado,Logan,2019,11167,10904,263
Colorado,Mesa,2019,76614,73986,2628
Colorado,Mineral,2019,533,521,12
Colorado,Moffat,2019,7450,7195,255
Colorado,Montezuma,2019,13038,12486,552
Colorado,Montrose,2019,22010,21327,683
Colorado,Morgan,2019,16582,16146,436
Colorado,Otero,2019,8495,8150,345
Colorado,Ouray,2019,2454,2383,71
Colorado,Park,2019,11292,11010,282
Colorado,Phillips,2019,2631,2589,42
Colorado,Pitkin,2019,11395,11041,354
Colorado,Prowers,2019,6408,6240,168
Colorado,Pueblo,2019,76276,73147,3129
Colorado,Rio Blanco,2019,3019,2908,111
Colorado,Rio Grande,2019,5506,5280,226
Colorado,Routt,2019,16491,16132,359
Colorado,Saguache,2019,3606,3462,144
Colorado,San Juan,2019,570,553,17
Colorado,San Miguel,2019,5900,5737,163
Colorado,Sedgwick,2019,1231,1206,25
Colorado,Summit,2019,23179,22760,419
Colorado,Teller,2019,12821,12425,396
Colorado,Washington,2019,3000,2941,59
Colorado,Weld,2019,170001,165670,4331
Colorado,Yuma,2019,6224,6126,98
Connecticut,Fairfield,2019,481023,463547,17476
Connecticut,Hartford,2019,483303,464533,18770
Connecticut,Litchfield,2019,105182,101543,3639
Connecticut,Middlesex,2019,93696,90703,2993
Connecticut,New Haven,2019,461613,443514,18099
Connecticut,New London,2019,137386,132423,4963
Connecticut,Tolland,2019,87047,84207,2840
Connecticut,Windham,2019,64281,61697,2584
Delaware,Kent,2019,79411,76097,3314
Delaware,New Castle,2019,300148,289100,11048
Delaware,Sussex,2019,107706,103648,4058
Florida,Alachua,2019,139217,135112,4105
Florida,Baker,2019,11852,11484,368
Florida,Bay,2019,84235,80980,3255
Florida,Bradford,2019,11062,10715,347
Florida,Brevard,2019,284087,275025,9062
Florida,Broward,2019,1040519,1008813,31706
Florida,Calhoun,2019,4819,4622,197
Florida,Charlotte,2019,71865,69239,2626
Florida,Citrus,2019,47377,45096,2281
Florida,Clay,2019,107718,104467,3251
Florida,Collier,2019,180626,175040,5586
Florida,Columbia,2019,29797,28831,966
Florida,DeSoto,2019,14185,13686,499
Florida,Dixie,2019,5828,5606,222
Florida,Duval,2019,491946,475890,16056
Florida,Escambia,2019,145919,141253,4666
Florida,Flagler,2019,47030,45235,1795
Florida,Franklin,2019,4650,4486,164
Florida,Gadsden,2019,18833,18061,772
Florida,Gilchrist,2019,7145,6900,245
Florida,Glades,2019,5384,5173,211
Florida,Gulf,2019,5772,5495,277
Florida,Hamilton,2019,4340,4162,178
Florida,Hardee,2019,8502,8074,428
Florida,Hendry,2019,15587,14680,907
Florida,Hernando,2019,71923,68906,3017
Florida,Highlands,2019,36094,34452,1642
Florida,Hillsborough,2019,750269,727117,23152
Florida,Holmes,2019,6947,6701,246
Florida,Indian River,2019,65457,62949,2508
Florida,Jackson,2019,17145,16522,623
Florida,Jefferson,2019,5623,5436,187
Florida,Lafayette,2019,2855,2769,86
Florida,Lake,2019,159027,153919,5108
Florida,Lee,2019,348027,337116,10911
Florida,Leon,2019,155493,150713,4780
Florida,Levy,2019,16725,16104,621
Florida,Liberty,2019,2639,2545,94
Florida,Madison,2019,7469,7188,281
Florida,Manatee,2019,179993,174382,5611
Florida,Marion,2019,137624,132335,5289
Florida,Martin,2019,74119,71786,2333
Florida,Miami-Dade,2019,1383989,1350924,33065
Florida,Monroe,2019,46755,45792,963
Florida,Nassau,2019,41210,40000,1210
Florida,Okaloosa,2019,96940,94342,2598
Florida,Okeechobee,2019,17801,17184,617
Florida,Orange,2019,762737,740564,22173
Florida,Osceola,2019,184329,178283,6046
Florida,Palm Beach,2019,733663,709694,23969
Florida,Pasco,2019,237941,229631,8310
Florida,Pinellas,2019,494185,479472,14713
Florida,Polk,2019,305752,294472,11280
Florida,Putnam,2019,26563,25413,1150
Florida,Santa Rosa,2019,82903,80448,2455
Florida,Sarasota,2019,189137,183288,5849
Florida,Seminole,2019,255529,248085,7444
Florida,St. Johns,2019,132464,128970,3494
Florida,St. Lucie,2019,145111,139389,5722
Florida,Sumter,2019,32628,31126,1502
Florida,Suwannee,2019,18046,17427,619
Florida,Taylor,2019,8229,7934,295
Florida,Union,2019,4638,4501,137
Florida,Volusia,2019,254312,245545,8767
Florida,Wakulla,2019,14921,14487,434
Florida,Walton,2019,31577,30685,892
Florida,Washington,2019,9678,9348,330
Georgia,Appling,2019,9306,8945,361
Georgia,Atkinson,2019,4695,4552,143
Georgia,Bacon,2019,4966,4790,176
Georgia,Baker,2019,1163,1108,55
Georgia,Baldwin,2019,17409,16671,738
Georgia,Banks,2019,9616,9352,264
Georgia,Barrow,2019,40385,39247,1138
Georgia,Bartow,2019,50539,48885,1654
Georgia,Ben Hill,2019,5348,5053,295
Georgia,Berrien,2019,7474,7176,298
Georgia,Bibb,2019,67896,65249,2647
Georgia,Bleckley,2019,4531,4303,228
Georgia,Brantley,2019,7258,6964,294
Georgia,Brooks,2019,6901,6668,233
Georgia,Bryan,2019,18286,17738,548
Georgia,Bulloch,2019,36540,35170,1370
Georgia,Burke,2019,9154,8689,465
Georgia,Butts,2019,10737,10377,360
Georgia,Calhoun,2019,2233,2152,81
Georgia,Camden,2019,20869,20113,756
Georgia,Candler,2019,5548,5383,165
Georgia,Carroll,2019,55210,53325,1885
Georgia,Catoosa,2019,33517,32518,999
Georgia,Charlton,2019,4785,4604,181
Georgia,Chatham,2019,139657,135052,4605
Georgia,Chattahoochee,2019,1997,1906,91
Georgia,Chattooga,2019,10307,9795,512
Georgia,Cherokee,2019,135814,132118,3696
Georgia,Clarke,2019,59096,56997,2099
Georgia,Clay,2019,880,819,61
Georgia,Clayton,2019,137796,131980,5816
Georgia,Clinch,2019,2654,2550,104
Georgia,Cobb,2019,425167,412592,12575
Georgia,Coffee,2019,18869,18138,731
Georgia,Colquitt,2019,21377,20702,675
Georgia,Columbia,2019,75134,72860,2274
Georgia,Cook,2019,7988,7718,270
Georgia,Coweta,2019,74594,72410,2184
Georgia,Crawford,2019,5605,5404,201
Georgia,Crisp,2019,9433,9065,368
Georgia,Dade,2019,8209,7941,268
Georgia,Dawson,2019,12320,11971,349
Georgia,Decatur,2019,11540,11101,439
Georgia,DeKalb,2019,399354,385700,13654
Georgia,Dodge,2019,7081,6700,381
Georgia,Dooly,2019,5071,4880,191
Georgia,Dougherty,2019,38327,36509,1818
Georgia,Douglas,2019,73217,70640,2577
Georgia,Early,2019,4372,4201,171
Georgia,Echols,2019,1909,1856,53
Georgia,Effingham,2019,30889,30000,889
Georgia,Elbert,2019,7658,7352,306
Georgia,Emanuel,2019,8287,7847,440
Georgia,Evans,2019,4862,4698,164
Georgia,Fannin,2019,11512,11132,380
Georgia,Fayette,2019,57985,56256,1729
Georgia,Floyd,2019,44144,42455,1689
Georgia,Forsyth,2019,122076,118737,3339
Georgia,Franklin,2019,9942,9592,350
Georgia,Fulton,2019,556954,537605,19349
Georgia,Gilmer,2019,11861,11444,417
Georgia,Glascock,2019,1272,1225,47
Georgia,Glynn,2019,39345,38039,1306
Georgia,Gordon,2019,27976,27025,951
Georgia,Grady,2019,10449,10093,356
Georgia,Greene,2019,7010,6740,270
Georgia,Gwinnett,2019,489610,474882,14728
Georgia,Habersham,2019,19069,18411,658
Georgia,Hall,2019,102061,99222,2839
Georgia,Hancock,2019,2447,2312,135
Georgia,Haralson,2019,12557,12141,416
Georgia,Harris,2019,16649,16139,510
Georgia,Hart,2019,11303,10903,400
Georgia,Heard,2019,5248,5073,175
Georgia,Henry,2019,115495,111409,4086
Georgia,Houston,2019,70345,68005,2340
Georgia,Irwin,2019,3328,3172,156
Georgia,Jackson,2019,36518,35550,968
Georgia,Jasper,2019,6939,6726,213
Georgia,Jeff Davis,2019,6051,5772,279
Georgia,Jefferson,2019,6572,6260,312
Georgia,Jenkins,2019,3143,2983,160
Georgia,Johnson,2019,4036,3889,147
Georgia,Jones,2019,13696,13262,434
Georgia,Lamar,2019,8232,7914,318
Georgia,Lanier,2019,3748,3601,147
Georgia,Laurens,2019,19142,18269,873
Georgia,Lee,2019,14717,14268,449
Georgia,Liberty,2019,26096,25119,977
Georgia,Lincoln,2019,3554,3417,137
Georgia,Long,2019,8137,7841,296
Georgia,Lowndes,2019,51180,49376,1804
Georgia,Lumpkin,2019,16719,16200,519
Georgia,Macon,2019,4693,4476,217
Georgia,Madison,2019,13282,12877,405
Georgia,Marion,2019,3305,3165,140
Georgia,McDuffie,2019,8852,8402,450
Georgia,McIntosh,2019,6167,5948,219
Georgia,Meriwether,2019,8911,8510,401
Georgia,Miller,2019,2749,2659,90
Georgia,Mitchell,2019,8445,8060,385
Georgia,Monroe,2019,12995,12574,421
Georgia,Montgomery,2019,3807,3607,200
Georgia,Morgan,2019,9240,8953,287
Georgia,Murray,2019,15505,14725,780
Georgia,Muscogee,2019,77490,73977,3513
Georgia,Newton,2019,52197,50187,2010
Georgia,Oconee,2019,19510,19014,496
Georgia,Oglethorpe,2019,6929,6706,223
Georgia,Paulding,2019,85916,83397,2519
Georgia,Peach,2019,11826,11343,483
Georgia,Pickens,2019,15271,14816,455
Georgia,Pierce,2019,8698,8404,294
Georgia,Pike,2019,8899,8631,268
Georgia,Polk,2019,18429,17761,668
Georgia,Pulaski,2019,4052,3896,156
Georgia,Putnam,2019,8185,7831,354
Georgia,Quitman,2019,800,760,40
Georgia,Rabun,2019,7152,6900,252
Georgia,Randolph,2019,2527,2405,122
Georgia,Richmond,2019,85085,81242,3843
Georgia,Rockdale,2019,44751,43061,1690
Georgia,Schley,2019,2200,2115,85
Georgia,Screven,2019,5088,4813,275
Georgia,Seminole,2019,3037,2903,134
Georgia,Spalding,2019,28675,27530,1145
Georgia,Stephens,2019,10685,10273,412
Georgia,Stewart,2019,2396,2296,100
Georgia,Sumter,2019,12686,12077,609
Georgia,Talbot,2019,2819,2693,126
Georgia,Taliaferro,2019,567,539,28
Georgia,Tattnall,2019,9560,9194,366
Georgia,Taylor,2019,3074,2950,124
Georgia,Telfair,2019,4107,3716,391
Georgia,Terrell,2019,3510,3333,177
Georgia,Thomas,2019,16470,15807,663
Georgia,Tift,2019,19751,19088,663
Georgia,Toombs,2019,11655,11079,576
Georgia,Towns,2019,3893,3705,188
Georgia,Treutlen,2019,2642,2503,139
Georgia,Troup,2019,37304,36117,1187
Georgia,Turner,2019,3139,3019,120
Georgia,Twiggs,2019,2878,2722,156
Georgia,Union,2019,10274,9953,321
Georgia,Upson,2019,11320,10916,404
Georgia,Walker,2019,31358,30242,1116
Georgia,Walton,2019,46011,44601,1410
Georgia,Ware,2019,15555,14986,569
Georgia,Warren,2019,2821,2693,128
Georgia,Washington,2019,7013,6722,291
Georgia,Wayne,2019,11403,10947,456
Georgia,Webster,2019,1007,957,50
Georgia,Wheeler,2019,1610,1490,120
Georgia,White,2019,16266,15836,430
Georgia,Whitfield,2019,43564,41637,1927
Georgia,Wilcox,2019,2695,2575,120
Georgia,Wilkes,2019,3823,3650,173
Georgia,Wilkinson,2019,3959,3808,151
Georgia,Worth,2019,8897,8552,345
Hawaii,Hawaii,2019,91161,88018,3143
Hawaii,Honolulu,2019,450562,438936,11626
Hawaii,Kauai,2019,36536,35558,978
Hawaii,Maui,2019,86733,84461,2272
Idaho,Ada,2019,254224,247855,6369
Idaho,Adams,2019,1721,1604,117
Idaho,Bannock,2019,42752,41546,1206
Idaho,Benewah,2019,4109,3894,215
Idaho,Bingham,2019,23817,23182,635
Idaho,Blaine,2019,12318,11995,323
Idaho,Boise,2019,3516,3365,151
Idaho,Bonner,2019,20058,19222,836
Idaho,Bonneville,2019,57042,55678,1364
Idaho,Boundary,2019,5376,5138,238
Idaho,Butte,2019,1397,1360,37
Idaho,Camas,2019,695,676,19
Idaho,Canyon,2019,104402,101058,3344
Idaho,Caribou,2019,4135,4025,110
Idaho,Cassia,2019,12215,11920,295
Idaho,Clark,2019,378,364,14
Idaho,Clearwater,2019,2905,2708,197
Idaho,Custer,2019,2228,2134,94
Idaho,Elmore,2019,11547,11169,378
Idaho,Franklin,2019,7041,6876,165
Idaho,Fremont,2019,7870,7686,184
Idaho,Gem,2019,8308,8035,273
Idaho,Gooding,2019,8222,8005,217
Idaho,Idaho,2019,6563,6265,298
Idaho,Jefferson,2019,14035,13709,326
Idaho,Jerome,2019,12199,11884,315
Idaho,Kootenai,2019,80102,77257,2845
Idaho,Latah,2019,20549,19994,555
Idaho,Lemhi,2019,3566,3396,170
Idaho,Lewis,2019,1648,1558,90
Idaho,Lincoln,2019,2703,2607,96
Idaho,Madison,2019,21941,21539,402
Idaho,Minidoka,2019,11442,11151,291
Idaho,Nez Perce,2019,21057,20459,598
Idaho,Oneida,2019,2321,2268,53
Idaho,Owyhee,2019,5434,5251,183
Idaho,Payette,2019,11663,11248,415
Idaho,Power,2019,4092,3965,127
Idaho,Shoshone,2019,5143,4839,304
Idaho,Teton,2019,6626,6480,146
Idaho,Twin Falls,2019,41393,40234,1159
Idaho,Valley,2019,5554,5338,216
Idaho,Washington,2019,4612,4420,192
Illinois,Adams,2019,32358,31249,1109
Illinois,Alexander,2019,2050,1923,127
Illinois,Bond,2019,7833,7533,300
Illinois,Boone,2019,26377,24890,1487
Illinois,Brown,2019,2993,2921,72
Illinois,Bureau,2019,17392,16585,807
Illinois,Calhoun,2019,2338,2225,113
Illinois,Carroll,2019,7325,7022,303
Illinois,Cass,2019,6131,5878,253
Illinois,Champaign,2019,109116,105014,4102
Illinois,Christian,2019,14615,13910,705
Illinois,Clark,2019,7693,7345,348
Illinois,Clay,2019,6508,6212,296
Illinois,Clinton,2019,20548,19908,640
Illinois,Coles,2019,23855,22889,966
Illinois,Cook,2019,2594759,2496526,98233
Illinois,Crawford,2019,8715,8340,375
Illinois,Cumberland,2019,6125,5915,210
Illinois,De Witt,2019,7490,7165,325
Illinois,DeKalb,2019,55397,53115,2282
Illinois,Douglas,2019,10263,9897,366
Illinois,DuPage,2019,507802,492985,14817
Illinois,Edgar,2019,9019,8636,383
Illinois,Edwards,2019,2715,2604,111
Illinois,Effingham,2019,19370,18740,630
Illinois,Fayette,2019,9940,9504,436
Illinois,Ford,2019,6490,6211,279
Illinois,Franklin,2019,16456,15565,891
Illinois,Fulton,2019,15262,14409,853
Illinois,Gallatin,2019,2359,2244,115
Illinois,Greene,2019,6036,5776,260
Illinois,Grundy,2019,25443,24307,1136
Illinois,Hamilton,2019,4449,4277,172
Illinois,Hancock,2019,8464,8067,397
Illinois,Hardin,2019,1318,1231,87
Illinois,Henderson,2019,3638,3463,175
Illinois,Henry,2019,25217,24015,1202
Illinois,Iroquois,2019,14481,13873,608
Illinois,Jackson,2019,28083,27012,1071
Illinois,Jasper,2019,4667,4469,198
Illinois,Jefferson,2019,17525,16720,805
Illinois,Jersey,2019,11044,10555,489
Illinois,Jo Daviess,2019,10869,10428,441
Illinois,Johnson,2019,4155,3905,250
Illinois,Kane,2019,274298,262136,12162
Illinois,Kankakee,2019,56207,53396,2811
Illinois,Kendall,2019,68630,66358,2272
Illinois,Knox,2019,21856,20771,1085
Illinois,Lake,2019,378425,362822,15603
Illinois,LaSalle,2019,55002,52081,2921
Illinois,Lawrence,2019,5913,5606,307
Illinois,Lee,2019,17724,17018,706
Illinois,Livingston,2019,16663,15984,679
Illinois,Logan,2019,12739,12185,554
Illinois,Macon,2019,48905,46328,2577
Illinois,Macoupin,2019,23125,22136,989
Illinois,Madison,2019,134999,129708,5291
Illinois,Marion,2019,17680,16889,791
Illinois,Marshall,2019,5366,5108,258
Illinois,Mason,2019,6342,6004,338
