State,County,Year,LabourForce,Employed,Unemployed
Illinois,Massac,2019,5652,5336,316
Illinois,McDonough,2019,13458,12830,628
Illinois,McHenry,2019,165574,160086,5488
Illinois,McLean,2019,88460,85134,3326
Illinois,Menard,2019,6542,6295,247
Illinois,Mercer,2019,8168,7761,407
Illinois,Monroe,2019,18902,18313,589
Illinois,Montgomery,2019,11823,11207,616
Illinois,Morgan,2019,16578,15910,668
Illinois,Moultrie,2019,7638,7384,254
Illinois,Ogle,2019,25162,23947,1215
Illinois,Peoria,2019,85453,81085,4368
Illinois,Perry,2019,8391,7960,431
Illinois,Piatt,2019,8632,8319,313
Illinois,Pike,2019,7057,6751,306
Illinois,Pope,2019,1693,1599,94
Illinois,Pulaski,2019,1996,1865,131
Illinois,Putnam,2019,3066,2912,154
Illinois,Randolph,2019,14371,13842,529
Illinois,Richland,2019,7273,6975,298
Illinois,Rock Island,2019,71937,68377,3560
Illinois,Saline,2019,9702,9188,514
Illinois,Sangamon,2019,101644,97552,4092
Illinois,Schuyler,2019,3277,3139,138
Illinois,Scott,2019,2530,2410,120
Illinois,Shelby,2019,10695,10278,417
Illinois,St. Clair,2019,127362,121685,5677
Illinois,Stark,2019,2555,2409,146
Illinois,Stephenson,2019,21823,20868,955
Illinois,Tazewell,2019,64182,61347,2835
Illinois,Union,2019,7494,7070,424
Illinois,Vermilion,2019,33251,31540,1711
Illinois,Wabash,2019,5874,5648,226
Illinois,Warren,2019,8556,8207,349
Illinois,Washington,2019,10254,9995,259
Illinois,Wayne,2019,7031,6696,335
Illinois,White,2019,6663,6409,254
Illinois,Whiteside,2019,28849,27619,1230
Illinois,Will,2019,357236,343602,13634
Illinois,Williamson,2019,32146,30765,1381
Illinois,Winnebago,2019,140238,132290,7948
Illinois,Woodford,2019,18870,18165,705
Indiana,Adams,2019,17255,16785,470
Indiana,Allen,2019,186799,180923,5876
Indiana,Bartholomew,2019,45027,43902,1125
Indiana,Benton,2019,4582,4436,146
Indiana,Blackford,2019,5006,4808,198
Indiana,Boone,2019,36450,35553,897
Indiana,Brown,2019,7750,7518,232
Indiana,Carroll,2019,10276,9967,309
Indiana,Cass,2019,17995,17366,629
Indiana,Clark,2019,61893,59835,2058
Indiana,Clay,2019,12124,11694,430
Indiana,Clinton,2019,17231,16769,462
Indiana,Crawford,2019,4874,4672,202
Indiana,Daviess,2019,16772,16337,435
Indiana,Dearborn,2019,25931,25010,921
Indiana,Decatur,2019,15052,14618,434
Indiana,DeKalb,2019,22758,22116,642
Indiana,Delaware,2019,53945,51853,2092
Indiana,Dubois,2019,23145,22590,555
Indiana,Elkhart,2019,112941,109468,3473
Indiana,Fayette,2019,8791,8375,416
Indiana,Floyd,2019,41797,40476,1321
Indiana,Fountain,2019,8060,7777,283
Indiana,Franklin,2019,11446,11052,394
Indiana,Fulton,2019,9916,9601,315
Indiana,Gibson,2019,19534,19043,491
Indiana,Grant,2019,31833,30648,1185
Indiana,Greene,2019,13728,13164,564
Indiana,Hamilton,2019,184661,180004,4657
Indiana,Hancock,2019,40470,39317,1153
Indiana,Harrison,2019,20386,19727,659
Indiana,Hendricks,2019,90412,87966,2446
Indiana,Henry,2019,22165,21435,730
Indiana,Howard,2019,36915,35432,1483
Indiana,Huntington,2019,18344,17745,599
Indiana,Jackson,2019,22962,22356,606
Indiana,Jasper,2019,16435,15831,604
Indiana,Jay,2019,9503,9216,287
Indiana,Jefferson,2019,15078,14567,511
Indiana,Jennings,2019,13599,13151,448
Indiana,Johnson,2019,83375,81134,2241
Indiana,Knox,2019,18584,18011,573
Indiana,Kosciusko,2019,42438,41248,1190
Indiana,LaGrange,2019,20073,19514,559
Indiana,Lake,2019,232451,221096,11355
Indiana,LaPorte,2019,48062,46012,2050
Indiana,Lawrence,2019,21247,20481,766
Indiana,Madison,2019,59452,57262,2190
Indiana,Marion,2019,492967,476851,16116
Indiana,Marshall,2019,23239,22513,726
Indiana,Martin,2019,5380,5239,141
Indiana,Miami,2019,15517,14911,606
Indiana,Monroe,2019,70338,68000,2338
Indiana,Montgomery,2019,18852,18275,577
Indiana,Morgan,2019,36532,35404,1128
Indiana,Newton,2019,7035,6746,289
Indiana,Noble,2019,23760,23023,737
Indiana,Ohio,2019,3201,3089,112
Indiana,Orange,2019,8653,8353,300
Indiana,Owen,2019,9413,9038,375
Indiana,Parke,2019,7116,6847,269
Indiana,Perry,2019,9306,8998,308
Indiana,Pike,2019,6151,5948,203
Indiana,Porter,2019,87566,84303,3263
Indiana,Posey,2019,13680,13306,374
Indiana,Pulaski,2019,6569,6367,202
Indiana,Putnam,2019,16868,16286,582
Indiana,Randolph,2019,11347,10922,425
Indiana,Ripley,2019,14326,13860,466
Indiana,Rush,2019,9004,8763,241
Indiana,Scott,2019,10600,10221,379
Indiana,Shelby,2019,23275,22600,675
Indiana,Spencer,2019,10841,10501,340
Indiana,St. Joseph,2019,136431,131498,4933
Indiana,Starke,2019,9963,9531,432
Indiana,Steuben,2019,20785,20232,553
Indiana,Sullivan,2019,8444,8085,359
Indiana,Switzerland,2019,5024,4857,167
Indiana,Tippecanoe,2019,99148,96245,2903
Indiana,Tipton,2019,9337,9084,253
Indiana,Union,2019,3574,3457,117
Indiana,Vanderburgh,2019,94928,92022,2906
Indiana,Vermillion,2019,7041,6675,366
Indiana,Vigo,2019,48492,46409,2083
Indiana,Wabash,2019,15101,14630,471
Indiana,Warren,2019,4225,4098,127
Indiana,Warrick,2019,33195,32233,962
Indiana,Washington,2019,13771,13315,456
Indiana,Wayne,2019,30881,29776,1105
Indiana,Wells,2019,14514,14123,391
Indiana,White,2019,13577,13210,367
Indiana,Whitley,2019,17881,17354,527
Iowa,Adair,2019,4281,4180,101
Iowa,Adams,2019,2209,2171,38
Iowa,Allamakee,2019,7490,7227,263
Iowa,Appanoose,2019,6044,5829,215
Iowa,Audubon,2019,3172,3093,79
Iowa,Benton,2019,13745,13339,406
Iowa,Black Hawk,2019,70280,68011,2269
Iowa,Boone,2019,15151,14791,360
Iowa,Bremer,2019,14103,13774,329
Iowa,Buchanan,2019,11481,11163,318
Iowa,Buena Vista,2019,11924,11673,251
Iowa,Butler,2019,8015,7758,257
Iowa,Calhoun,2019,4312,4202,110
Iowa,Carroll,2019,11106,10890,216
Iowa,Cass,2019,6998,6800,198
Iowa,Cedar,2019,11010,10738,272
Iowa,Cerro Gordo,2019,23919,23262,657
Iowa,Cherokee,2019,6243,6086,157
Iowa,Chickasaw,2019,6605,6416,189
Iowa,Clarke,2019,4943,4799,144
Iowa,Clay,2019,8624,8385,239
Iowa,Clayton,2019,10301,9925,376
Iowa,Clinton,2019,23154,22291,863
Iowa,Crawford,2019,8266,7971,295
Iowa,Dallas,2019,50365,49377,988
Iowa,Davis,2019,4263,4141,122
Iowa,Decatur,2019,4453,4354,99
Iowa,Delaware,2019,10720,10468,252
Iowa,Des Moines,2019,19587,18810,777
Iowa,Dickinson,2019,10228,9933,295
Iowa,Dubuque,2019,56937,55435,1502
Iowa,Emmet,2019,5332,5196,136
Iowa,Fayette,2019,10750,10367,383
Iowa,Floyd,2019,8977,8657,320
Iowa,Franklin,2019,5795,5659,136
Iowa,Fremont,2019,3732,3629,103
Iowa,Greene,2019,5499,5367,132
Iowa,Grundy,2019,6623,6440,183
Iowa,Guthrie,2019,5703,5533,170
Iowa,Hamilton,2019,7014,6814,200
Iowa,Hancock,2019,5995,5850,145
Iowa,Hardin,2019,8201,7939,262
Iowa,Harrison,2019,7480,7297,183
Iowa,Henry,2019,9932,9668,264
Iowa,Howard,2019,5256,5108,148
Iowa,Humboldt,2019,5190,5052,138
Iowa,Ida,2019,4190,4107,83
Iowa,Iowa,2019,10686,10450,236
Iowa,Jackson,2019,11166,10814,352
Iowa,Jasper,2019,20067,19478,589
Iowa,Jefferson,2019,10253,10002,251
Iowa,Johnson,2019,87724,85941,1783
Iowa,Jones,2019,10876,10532,344
Iowa,Keokuk,2019,5309,5136,173
Iowa,Kossuth,2019,8537,8347,190
Iowa,Lee,2019,16350,15706,644
Iowa,Linn,2019,124290,120668,3622
Iowa,Louisa,2019,6135,5947,188
Iowa,Lucas,2019,4700,4603,97
Iowa,Lyon,2019,7165,7047,118
Iowa,Madison,2019,8722,8404,318
Iowa,Mahaska,2019,12034,11729,305
Iowa,Marion,2019,18614,18215,399
Iowa,Marshall,2019,18204,17381,823
Iowa,Mills,2019,7509,7334,175
Iowa,Mitchell,2019,6952,6834,118
Iowa,Monona,2019,4509,4375,134
Iowa,Monroe,2019,4080,3955,125
Iowa,Montgomery,2019,5077,4942,135
Iowa,Muscatine,2019,22175,21539,636
Iowa,O'Brien,2019,8367,8186,181
Iowa,Osceola,2019,3578,3509,69
Iowa,Page,2019,6478,6310,168
Iowa,Palo Alto,2019,4855,4747,108
Iowa,Plymouth,2019,15033,14695,338
Iowa,Pocahontas,2019,4589,4501,88
Iowa,Polk,2019,273646,265893,7753
Iowa,Pottawattamie,2019,49299,48101,1198
Iowa,Poweshiek,2019,10539,10258,281
Iowa,Ringgold,2019,2511,2439,72
Iowa,Sac,2019,5363,5236,127
Iowa,Scott,2019,90711,87687,3024
Iowa,Shelby,2019,6801,6657,144
Iowa,Sioux,2019,21340,20939,401
Iowa,Story,2019,59215,58115,1100
Iowa,Tama,2019,9608,9308,300
Iowa,Taylor,2019,3247,3185,62
Iowa,Union,2019,6375,6169,206
Iowa,Van Buren,2019,3714,3613,101
Iowa,Wapello,2019,18068,17404,664
Iowa,Warren,2019,28783,28053,730
Iowa,Washington,2019,12211,11908,303
Iowa,Wayne,2019,2848,2774,74
Iowa,Webster,2019,19774,19159,615
Iowa,Winnebago,2019,5195,5051,144
Iowa,Winneshiek,2019,12125,11779,346
Iowa,Woodbury,2019,56509,54977,1532
Iowa,Worth,2019,4269,4149,120
Iowa,Wright,2019,7050,6867,183
Kansas,Allen,2019,6436,6209,227
Kansas,Anderson,2019,4178,4041,137
Kansas,Atchison,2019,6987,6626,361
Kansas,Barber,2019,2319,2261,58
Kansas,Barton,2019,13526,13103,423
Kansas,Bourbon,2019,6700,6416,284
Kansas,Brown,2019,5352,5183,169
Kansas,Butler,2019,32491,31442,1049
Kansas,Chase,2019,1524,1482,42
Kansas,Chautauqua,2019,1434,1378,56
Kansas,Cherokee,2019,10136,9788,348
Kansas,Cheyenne,2019,1310,1278,32
Kansas,Clark,2019,1072,1047,25
Kansas,Clay,2019,3777,3656,121
Kansas,Cloud,2019,3787,3665,122
Kansas,Coffey,2019,4023,3841,182
Kansas,Comanche,2019,869,846,23
Kansas,Cowley,2019,16298,15749,549
Kansas,Crawford,2019,18729,18003,726
Kansas,Decatur,2019,1235,1198,37
Kansas,Dickinson,2019,8842,8528,314
Kansas,Doniphan,2019,4143,4004,139
Kansas,Douglas,2019,65375,63457,1918
Kansas,Edwards,2019,1488,1450,38
Kansas,Elk,2019,1152,1109,43
Kansas,Ellis,2019,17036,16649,387
Kansas,Ellsworth,2019,2748,2671,77
Kansas,Finney,2019,20602,20121,481
Kansas,Ford,2019,17088,16664,424
Kansas,Franklin,2019,14023,13557,466
Kansas,Geary,2019,11311,10811,500
Kansas,Gove,2019,1468,1437,31
Kansas,Graham,2019,1114,1080,34
Kansas,Grant,2019,3218,3126,92
Kansas,Gray,2019,3230,3166,64
Kansas,Greeley,2019,798,780,18
Kansas,Greenwood,2019,3238,3136,102
Kansas,Hamilton,2019,1613,1583,30
Kansas,Harper,2019,2875,2802,73
Kansas,Harvey,2019,16990,16496,494
Kansas,Haskell,2019,2208,2158,50
Kansas,Hodgeman,2019,987,963,24
Kansas,Jackson,2019,7167,6959,208
Kansas,Jefferson,2019,10096,9788,308
Kansas,Jewell,2019,1291,1255,36
Kansas,Johnson,2019,338777,329456,9321
Kansas,Kearny,2019,2047,1999,48
Kansas,Kingman,2019,3434,3325,109
Kansas,Kiowa,2019,1297,1267,30
Kansas,Labette,2019,10029,9629,400
Kansas,Lane,2019,772,752,20
Kansas,Leavenworth,2019,36474,35225,1249
Kansas,Lincoln,2019,1681,1642,39
Kansas,Linn,2019,4440,4176,264
Kansas,Logan,2019,1623,1590,33
Kansas,Lyon,2019,16666,16099,567
Kansas,Marion,2019,5991,5814,177
Kansas,Marshall,2019,5492,5335,157
Kansas,McPherson,2019,17171,16789,382
Kansas,Meade,2019,2155,2105,50
Kansas,Miami,2019,17476,16898,578
Kansas,Mitchell,2019,3359,3279,80
Kansas,Montgomery,2019,14801,14196,605
Kansas,Morris,2019,2993,2912,81
Kansas,Morton,2019,1140,1107,33
Kansas,Nemaha,2019,5368,5220,148
Kansas,Neosho,2019,6130,5850,280
Kansas,Ness,2019,1342,1308,34
Kansas,Norton,2019,2700,2641,59
Kansas,Osage,2019,7973,7689,284
Kansas,Osborne,2019,2050,2009,41
Kansas,Ottawa,2019,3009,2927,82
Kansas,Pawnee,2019,2873,2791,82
Kansas,Phillips,2019,2638,2569,69
Kansas,Pottawatomie,2019,12410,12062,348
Kansas,Pratt,2019,4907,4783,124
Kansas,Rawlins,2019,1490,1457,33
Kansas,Reno,2019,29642,28692,950
Kansas,Republic,2019,2263,2205,58
Kansas,Rice,2019,5208,5063,145
Kansas,Riley,2019,35046,34062,984
Kansas,Rooks,2019,2538,2448,90
Kansas,Rush,2019,1632,1586,46
Kansas,Russell,2019,3296,3200,96
Kansas,Saline,2019,30176,29269,907
Kansas,Scott,2019,2832,2778,54
Kansas,Sedgwick,2019,251155,242477,8678
Kansas,Seward,2019,9516,9222,294
Kansas,Shawnee,2019,90410,87395,3015
Kansas,Sheridan,2019,1405,1374,31
Kansas,Sherman,2019,2844,2766,78
Kansas,Smith,2019,1973,1923,50
Kansas,Stafford,2019,2010,1956,54
Kansas,Stanton,2019,985,960,25
Kansas,Stevens,2019,2543,2476,67
Kansas,Sumner,2019,10903,10537,366
Kansas,Thomas,2019,4305,4208,97
Kansas,Trego,2019,1416,1376,40
Kansas,Wabaunsee,2019,3647,3529,118
Kansas,Wallace,2019,805,784,21
Kansas,Washington,2019,2915,2838,77
Kansas,Wichita,2019,1356,1329,27
Kansas,Wilson,2019,3947,3791,156
Kansas,Woodson,2019,1608,1540,68
Kansas,Wyandotte,2019,77251,73917,3334
Kentucky,Adair,2019,7140,6760,380
Kentucky,Allen,2019,9060,8682,378
Kentucky,Anderson,2019,12091,11643,448
Kentucky,Ballard,2019,3524,3323,201
Kentucky,Barren,2019,18852,18001,851
Kentucky,Bath,2019,4631,4343,288
Kentucky,Bell,2019,8452,7909,543
Kentucky,Boone,2019,71372,68948,2424
Kentucky,Bourbon,2019,9813,9441,372
Kentucky,Boyd,2019,17882,16869,1013
Kentucky,Boyle,2019,12586,11999,587
Kentucky,Bracken,2019,3843,3656,187
Kentucky,Breathitt,2019,3493,3231,262
Kentucky,Breckinridge,2019,7946,7523,423
Kentucky,Bullitt,2019,43068,41294,1774
Kentucky,Butler,2019,5133,4886,247
Kentucky,Caldwell,2019,5473,5200,273
Kentucky,Calloway,2019,18799,18032,767
Kentucky,Campbell,2019,51083,49301,1782
Kentucky,Carlisle,2019,2235,2142,93
Kentucky,Carroll,2019,5329,5117,212
Kentucky,Carter,2019,9783,8971,812
Kentucky,Casey,2019,6704,6424,280
Kentucky,Christian,2019,25085,23683,1402
Kentucky,Clark,2019,17255,16576,679
Kentucky,Clay,2019,5196,4831,365
Kentucky,Clinton,2019,4009,3788,221
Kentucky,Crittenden,2019,3810,3625,185
Kentucky,Cumberland,2019,3185,3051,134
Kentucky,Daviess,2019,47567,45730,1837
Kentucky,Edmonson,2019,4841,4602,239
Kentucky,Elliott,2019,2041,1873,168
Kentucky,Estill,2019,5388,5120,268
Kentucky,Fayette,2019,175864,170028,5836
Kentucky,Fleming,2019,6200,5866,334
Kentucky,Floyd,2019,11048,10340,708
Kentucky,Franklin,2019,25333,24392,941
Kentucky,Fulton,2019,2058,1941,117
Kentucky,Gallatin,2019,4109,3945,164
Kentucky,Garrard,2019,7710,7352,358
Kentucky,Grant,2019,11795,11307,488
Kentucky,Graves,2019,15849,15122,727
Kentucky,Grayson,2019,11029,10477,552
Kentucky,Green,2019,5125,4901,224
Kentucky,Greenup,2019,13444,12560,884
Kentucky,Hancock,2019,3994,3841,153
Kentucky,Hardin,2019,49305,47280,2025
Kentucky,Harlan,2019,6717,6072,645
Kentucky,Harrison,2019,8836,8457,379
Kentucky,Hart,2019,7960,7582,378
Kentucky,Henderson,2019,22116,21270,846
Kentucky,Henry,2019,8273,7970,303
Kentucky,Hickman,2019,1776,1690,86
Kentucky,Hopkins,2019,18562,17714,848
Kentucky,Jackson,2019,4132,3865,267
Kentucky,Jefferson,2019,402518,386373,16145
Kentucky,Jessamine,2019,26666,25695,971
Kentucky,Johnson,2019,6771,6324,447
Kentucky,Kenton,2019,88326,85189,3137
Kentucky,Knott,2019,4499,4189,310
Kentucky,Knox,2019,9946,9351,595
Kentucky,Larue,2019,6008,5737,271
Kentucky,Laurel,2019,24692,23483,1209
Kentucky,Lawrence,2019,5200,4833,367
Kentucky,Lee,2019,2064,1947,117
Kentucky,Leslie,2019,2704,2481,223
Kentucky,Letcher,2019,6333,5862,471
Kentucky,Lewis,2019,4654,4241,413
Kentucky,Lincoln,2019,9349,8877,472
Kentucky,Livingston,2019,3669,3459,210
Kentucky,Logan,2019,12621,12112,509
Kentucky,Lyon,2019,3119,2973,146
Kentucky,Madison,2019,47575,45743,1832
Kentucky,Magoffin,2019,3136,2790,346
Kentucky,Marion,2019,9744,9368,376
Kentucky,Marshall,2019,15138,14433,705
Kentucky,Martin,2019,2772,2582,190
Kentucky,Mason,2019,7134,6723,411
Kentucky,McCracken,2019,29258,27819,1439
Kentucky,McCreary,2019,4702,4418,284
Kentucky,McLean,2019,4233,4046,187
Kentucky,Meade,2019,12345,11775,570
Kentucky,Menifee,2019,2326,2165,161
Kentucky,Mercer,2019,10070,9602,468
Kentucky,Metcalfe,2019,4106,3909,197
Kentucky,Monroe,2019,4700,4516,184
Kentucky,Montgomery,2019,11705,11084,621
Kentucky,Morgan,2019,4588,4342,246
Kentucky,Muhlenberg,2019,10541,9890,651
Kentucky,Nelson,2019,23276,22217,1059
Kentucky,Nicholas,2019,3295,3149,146
Kentucky,Ohio,2019,9827,9326,501
Kentucky,Oldham,2019,33501,32403,1098
Kentucky,Owen,2019,5138,4902,236
Kentucky,Owsley,2019,1135,1055,80
Kentucky,Pendleton,2019,7021,6754,267
Kentucky,Perry,2019,8294,7792,502
Kentucky,Pike,2019,19977,18819,1158
Kentucky,Powell,2019,5046,4775,271
Kentucky,Pulaski,2019,26745,25493,1252
Kentucky,Robertson,2019,819,775,44
Kentucky,Rockcastle,2019,6718,6397,321
Kentucky,Rowan,2019,10456,9904,552
Kentucky,Russell,2019,6251,5894,357
Kentucky,Scott,2019,29281,28256,1025
Kentucky,Shelby,2019,25657,24781,876
Kentucky,Simpson,2019,8943,8538,405
Kentucky,Spencer,2019,10268,9903,365
Kentucky,Taylor,2019,12757,12212,545
Kentucky,Todd,2019,5447,5232,215
Kentucky,Trigg,2019,6024,5741,283
Kentucky,Trimble,2019,3902,3732,170
Kentucky,Union,2019,6139,5863,276
Kentucky,Warren,2019,65388,62844,2544
Kentucky,Washington,2019,6267,6022,245
Kentucky,Wayne,2019,7465,7033,432
Kentucky,Webster,2019,5790,5556,234
Kentucky,Whitley,2019,13737,13029,708
Kentucky,Wolfe,2019,1968,1828,140
Kentucky,Woodford,2019,14949,14481,468
Louisiana,Acadia Parish,2019,23841,22572,1269
Louisiana,Allen Parish,2019,8811,8312,499
Louisiana,Ascension Parish,2019,63953,61318,2635
Louisiana,Assumption Parish,2019,8877,8335,542
Louisiana,Avoyelles Parish,2019,15109,14226,883
Louisiana,Beauregard Parish,2019,14606,13849,757
Louisiana,Bienville Parish,2019,5516,5190,326
Louisiana,Bossier Parish,2019,57604,55129,2475
Louisiana,Caddo Parish,2019,103405,97859,5546
Louisiana,Calcasieu Parish,2019,106140,101802,4338
Louisiana,Caldwell Parish,2019,3773,3544,229
Louisiana,Cameron Parish,2019,3937,3789,148
Louisiana,Catahoula Parish,2019,3379,3162,217
Louisiana,Claiborne Parish,2019,5837,5506,331
Louisiana,Concordia Parish,2019,7019,6566,453
Louisiana,De Soto Parish,2019,10853,10201,652
Louisiana,East Baton Rouge Parish,2019,230493,220337,10156
Louisiana,East Carroll Parish,2019,1888,1688,200
Louisiana,East Feliciana Parish,2019,7973,7606,367
Louisiana,Evangeline Parish,2019,11889,11186,703
Louisiana,Franklin Parish,2019,7363,6834,529
Louisiana,Grant Parish,2019,8171,7696,475
Louisiana,Iberia Parish,2019,28099,26574,1525
Louisiana,Iberville Parish,2019,14040,13207,833
Louisiana,Jackson Parish,2019,6802,6480,322
Louisiana,Jefferson Davis Parish,2019,13231,12607,624
Louisiana,Jefferson Parish,2019,213704,204775,8929
Louisiana,Lafayette Parish,2019,113607,108685,4922
Louisiana,Lafourche Parish,2019,42008,40124,1884
Louisiana,LaSalle Parish,2019,6715,6429,286
Louisiana,Lincoln Parish,2019,21959,20780,1179
Louisiana,Livingston Parish,2019,68713,65912,2801
Louisiana,Madison Parish,2019,3515,3232,283
Louisiana,Morehouse Parish,2019,9999,9166,833
Louisiana,Natchitoches Parish,2019,16343,15356,987
Louisiana,Orleans Parish,2019,178834,170121,8713
Louisiana,Ouachita Parish,2019,70082,66346,3736
Louisiana,Plaquemines Parish,2019,10053,9620,433
Louisiana,Pointe Coupee Parish,2019,9867,9339,528
Louisiana,Rapides Parish,2019,55062,52258,2804
Louisiana,Red River Parish,2019,3745,3553,192
Louisiana,Richland Parish,2019,8222,7704,518
Louisiana,Sabine Parish,2019,9172,8705,467
Louisiana,St. Bernard Parish,2019,19854,18885,969
Louisiana,St. Charles Parish,2019,25134,24049,1085
Louisiana,St. Helena Parish,2019,4273,4013,260
Louisiana,St. James Parish,2019,9229,8675,554
Louisiana,St. John the Baptist Parish,2019,19647,18545,1102
Louisiana,St. Martin Parish,2019,22189,21056,1133
Louisiana,St. Mary Parish,2019,19816,18643,1173
Louisiana,St. Tammany Parish,2019,119300,114335,4965
Louisiana,Tangipahoa Parish,2019,54444,51437,3007
Louisiana,Tensas Parish,2019,1398,1282,116
Louisiana,Terrebonne Parish,2019,46285,44140,2145
Louisiana,Union Parish,2019,9098,8570,528
Louisiana,Vermilion Parish,2019,24087,22870,1217
Louisiana,Vernon Parish,2019,15883,14906,977
Louisiana,Washington Parish,2019,16703,15713,990
Louisiana,Webster Parish,2019,14493,13609,884
Louisiana,West Baton Rouge Parish,2019,13648,13029,619
Louisiana,West Carroll Parish,2019,3630,3243,387
Louisiana,West Feliciana Parish,2019,5378,5158,220
Louisiana,Winn Parish,2019,4867,4558,309
Maine,Androscoggin,2019,55225,53594,1631
Maine,Aroostook,2019,30205,28814,1391
Maine,Cumberland,2019,164832,160912,3920
Maine,Franklin,2019,14241,13693,548
Maine,Hancock,2019,29089,28064,1025
Maine,Kennebec,2019,61923,60100,1823
Maine,Knox,2019,20194,19605,589
Maine,Lincoln,2019,16789,16290,499
Maine,Oxford,2019,26333,25381,952
Maine,Penobscot,2019,76836,74339,2497
Maine,Piscataquis,2019,7274,7003,271
Maine,Sagadahoc,2019,19421,18975,446
Maine,Somerset,2019,22429,21428,1001
Maine,Waldo,2019,20613,19953,660
Maine,Washington,2019,13688,13053,635
Maine,York,2019,113644,110554,3090
Maryland,Allegany,2019,32491,30812,1679
Maryland,Anne Arundel,2019,317780,308068,9712
Maryland,Baltimore,2019,290743,275911,14832
Maryland,Baltimore,2019,457555,440638,16917
Maryland,Calvert,2019,50484,48888,1596
Maryland,Caroline,2019,18270,17612,658
Maryland,Carroll,2019,96466,93645,2821
Maryland,Cecil,2019,53453,51323,2130
Maryland,Charles,2019,88102,84908,3194
Maryland,Dorchester,2019,15684,14938,746
Maryland,Frederick,2019,135761,131453,4308
Maryland,Garrett,2019,15775,15075,700
Maryland,Harford,2019,142081,137331,4750
Maryland,Howard,2019,189135,183944,5191
Maryland,Kent,2019,10205,9796,409
Maryland,Montgomery,2019,565866,549310,16556
Maryland,Prince George's,2019,513953,494665,19288
Maryland,Queen Anne's,2019,28079,27210,869
Maryland,Somerset,2019,9252,8689,563
Maryland,St. Mary's,2019,57409,55506,1903
Maryland,Talbot,2019,19327,18665,662
Maryland,Washington,2019,75259,72347,2912
Maryland,Wicomico,2019,51724,49327,2397
Maryland,Worcester,2019,25814,23908,1906
Massachusetts,Barnstable,2019,115437,110989,4448
Massachusetts,Berkshire,2019,65320,63035,2285
Massachusetts,Bristol,2019,304217,292890,11327
Massachusetts,Dukes,2019,9650,9255,395
Massachusetts,Essex,2019,429871,417092,12779
Massachusetts,Franklin,2019,41318,40207,1111
Massachusetts,Hampden,2019,230190,220767,9423
Massachusetts,Hampshire,2019,90937,88479,2458
Massachusetts,Middlesex,2019,929265,907777,21488
Massachusetts,Nantucket,2019,7661,7342,319
Massachusetts,Norfolk,2019,395483,385482,10001
Massachusetts,Plymouth,2019,286588,277913,8675
Massachusetts,Suffolk,2019,461168,449136,12032
Massachusetts,Worcester,2019,450332,436193,14139
Michigan,Alcona,2019,3879,3635,244
Michigan,Alger,2019,3198,2949,249
Michigan,Allegan,2019,62275,60325,1950
Michigan,Alpena,2019,13266,12638,628
Michigan,Antrim,2019,10321,9791,530
Michigan,Arenac,2019,6062,5663,399
Michigan,Baraga,2019,3219,3015,204
Michigan,Barry,2019,31665,30638,1027
Michigan,Bay,2019,50038,47704,2334
Michigan,Benzie,2019,8882,8432,450
Michigan,Berrien,2019,73454,70483,2971
Michigan,Branch,2019,19356,18600,756
Michigan,Calhoun,2019,62502,59943,2559
Michigan,Cass,2019,24491,23442,1049
Michigan,Charlevoix,2019,12913,12315,598
Michigan,Cheboygan,2019,10547,9627,920
Michigan,Chippewa,2019,16031,15022,1009
Michigan,Clare,2019,11728,11010,718
Michigan,Clinton,2019,41149,39916,1233
Michigan,Crawford,2019,5599,5285,314
Michigan,Delta,2019,17181,16282,899
Michigan,Dickinson,2019,12297,11777,520
Michigan,Eaton,2019,57251,55295,1956
Michigan,Emmet,2019,17772,16816,956
Michigan,Genesee,2019,182899,173888,9011
Michigan,Gladwin,2019,9918,9350,568
Michigan,Gogebic,2019,6030,5714,316
Michigan,Grand Traverse,2019,49812,48097,1715
Michigan,Gratiot,2019,17998,17209,789
Michigan,Hillsdale,2019,20446,19592,854
Michigan,Houghton,2019,16183,15388,795
Michigan,Huron,2019,15401,14723,678
Michigan,Ingham,2019,151261,145943,5318
Michigan,Ionia,2019,30280,29252,1028
Michigan,Iosco,2019,10220,9610,610
Michigan,Iron,2019,5162,4878,284
Michigan,Isabella,2019,34741,33405,1336
Michigan,Jackson,2019,74125,71335,2790
Michigan,Kalamazoo,2019,133718,129316,4402
Michigan,Kalkaska,2019,7935,7487,448
Michigan,Kent,2019,359924,349535,10389
Michigan,Keweenaw,2019,884,823,61
Michigan,Lake,2019,3709,3472,237
Michigan,Lapeer,2019,41517,39273,2244
Michigan,Leelanau,2019,10531,10139,392
Michigan,Lenawee,2019,46454,44663,1791
Michigan,Livingston,2019,104220,100768,3452
Michigan,Luce,2019,2315,2172,143
Michigan,Mackinac,2019,5135,4656,479
Michigan,Macomb,2019,451125,432001,19124
Michigan,Manistee,2019,10444,9873,571
Michigan,Marquette,2019,32543,30975,1568
Michigan,Mason,2019,13666,12996,670
Michigan,Mecosta,2019,18247,17390,857
Michigan,Menominee,2019,11054,10612,442
Michigan,Midland,2019,40325,38826,1499
Michigan,Missaukee,2019,6961,6629,332
Michigan,Monroe,2019,75480,72541,2939
Michigan,Montcalm,2019,28350,27196,1154
Michigan,Montmorency,2019,2998,2748,250
Michigan,Muskegon,2019,77149,73860,3289
Michigan,Newaygo,2019,23400,22413,987
