State,County,Year,LabourForce,Employed,Unemployed
Vermont,Rutland,2016,31460,30277,1183
Puerto Rico,Sabana Grande Municipio,2016,6446,5424,1022
Texas,Sabine,2016,3481,3155,326
Louisiana,Sabine Parish,2016,9137,8505,632
Iowa,Sac,2016,5480,5315,165
California,Sacramento,2016,693868,656358,37510
Maine,Sagadahoc,2016,19160,18592,568
Michigan,Saginaw,2016,88569,83845,4724
Colorado,Saguache,2016,3226,3068,158
New Jersey,Salem,2016,29970,28051,1919
Virginia,Salem city,2016,12874,12362,512
Puerto Rico,Salinas Municipio,2016,7568,5928,1640
Arkansas,Saline,2016,56768,54998,1770
Illinois,Saline,2016,10050,9189,861
Kansas,Saline,2016,30078,28956,1122
Missouri,Saline,2016,10756,10254,502
Nebraska,Saline,2016,7341,7115,226
#N/A,Salt,UT,2016,601570,582448
South Carolina,Saluda,2016,8910,8504,406
North Carolina,Sampson,2016,29517,27908,1609
Texas,San Augustine,2016,2802,2552,250
California,San Benito,2016,30426,28397,2029
California,San Bernardino,2016,930088,876384,53704
California,San Diego,2016,1562997,1489140,73857
California,San Francisco/city,2016,555264,536972,18292
Puerto Rico,San German Municipio,2016,10356,8775,1581
Texas,San Jacinto,2016,11421,10706,715
California,San Joaquin,2016,318233,292367,25866
Colorado,San Juan,2016,479,461,18
New Mexico,San Juan,2016,54211,49510,4701
Utah,San Juan,2016,5742,5278,464
Washington,San Juan,2016,7860,7491,369
Puerto Rico,San Juan Municipio,2016,135159,124495,10664
Puerto Rico,San Lorenzo Municipio,2016,11910,10418,1492
California,San Luis Obispo,2016,139465,133437,6028
California,San Mateo,2016,441754,428282,13472
Colorado,San Miguel,2016,5181,5012,169
New Mexico,San Miguel,2016,11088,10245,843
Texas,San Patricio,2016,30594,28316,2278
Texas,San Saba,2016,2447,2364,83
Puerto Rico,San Sebastian Municipio,2016,10721,8694,2027
South Dakota,Sanborn,2016,1209,1173,36
Montana,Sanders,2016,4759,4391,368
New Mexico,Sandoval,2016,64093,59921,4172
Ohio,Sandusky,2016,31014,29541,1473
Illinois,Sangamon,2016,103862,98686,5176
Michigan,Sanilac,2016,19407,18199,1208
Utah,Sanpete,2016,11799,11328,471
California,Santa Barbara,2016,215220,204328,10892
California,Santa Clara,2016,1027805,989046,38759
Arizona,Santa Cruz,2016,19161,17244,1917
California,Santa Cruz,2016,143726,133730,9996
New Mexico,Santa Fe,2016,73496,69657,3839
Puerto Rico,Santa Isabel Municipio,2016,9898,8244,1654
Florida,Santa Rosa,2016,75987,72574,3413
Florida,Sarasota,2016,180693,172515,8178
New York,Saratoga,2016,117440,112961,4479
North Dakota,Sargent,2016,2331,2286,45
Nebraska,Sarpy,2016,91943,89269,2674
Wisconsin,Sauk,2016,35291,34033,1258
Nebraska,Saunders,2016,10860,10527,333
Wisconsin,Sawyer,2016,7933,7438,495
New York,Schenectady,2016,75764,72482,3282
Texas,Schleicher,2016,1420,1346,74
Georgia,Schley,2016,2113,1980,133
New York,Schoharie,2016,14720,13921,799
Michigan,Schoolcraft,2016,3388,3079,309
Illinois,Schuyler,2016,3358,3169,189
Missouri,Schuyler,2016,1909,1788,121
New York,Schuyler,2016,8275,7777,498
Pennsylvania,Schuylkill,2016,67544,63377,4167
Ohio,Scioto,2016,29868,27543,2325
Missouri,Scotland,2016,2459,2357,102
North Carolina,Scotland,2016,11635,10574,1061
Arkansas,Scott,2016,4456,4292,164
Iowa,Scott,2016,86497,82592,3905
Illinois,Scott,2016,2527,2384,143
Indiana,Scott,2016,10475,9967,508
Kansas,Scott,2016,2884,2813,71
Kentucky,Scott,2016,27978,26908,1070
Minnesota,Scott,2016,80987,78387,2600
Missouri,Scott,2016,20005,18859,1146
Mississippi,Scott,2016,13271,12665,606
Tennessee,Scott,2016,7993,7403,590
Virginia,Scott,2016,9413,8948,465
Nebraska,Scotts Bluff,2016,18821,18164,657
Georgia,Screven,2016,5229,4836,393
Texas,Scurry,2016,7404,6969,435
Arkansas,Searcy,2016,2984,2848,136
Arkansas,Sebastian,2016,57509,55370,2139
Colorado,Sedgwick,2016,1176,1149,27
Kansas,Sedgwick,2016,247016,235528,11488
Florida,Seminole,2016,241602,231320,10282
Georgia,Seminole,2016,3087,2844,243
Oklahoma,Seminole,2016,9451,8798,653
New York,Seneca,2016,15484,14747,737
Ohio,Seneca,2016,27140,25803,1337
Tennessee,Sequatchie,2016,5900,5557,343
Oklahoma,Sequoyah,2016,16857,15804,1053
Arkansas,Sevier,2016,5685,5410,275
Tennessee,Sevier,2016,51026,48508,2518
Utah,Sevier,2016,9589,9168,421
Kansas,Seward,2016,10220,9775,445
Nebraska,Seward,2016,8743,8493,250
Texas,Shackelford,2016,1876,1804,72
Missouri,Shannon,2016,3332,3087,245
Mississippi,Sharkey,2016,1715,1565,150
Arkansas,Sharp,2016,6041,5713,328
California,Shasta,2016,74190,69019,5171
Wisconsin,Shawano,2016,21328,20443,885
Kansas,Shawnee,2016,91580,87910,3670
Wisconsin,Sheboygan,2016,61829,59732,2097
Alabama,Shelby,2016,110035,105324,4711
Iowa,Shelby,2016,6805,6605,200
Illinois,Shelby,2016,10396,9800,596
Indiana,Shelby,2016,22954,22037,917
Kentucky,Shelby,2016,23797,22942,855
Missouri,Shelby,2016,3076,2947,129
Ohio,Shelby,2016,24064,23059,1005
Tennessee,Shelby,2016,432665,409622,23043
Texas,Shelby,2016,10949,10293,656
Virginia,Shenandoah,2016,20799,20008,791
Minnesota,Sherburne,2016,50867,48801,2066
Kansas,Sheridan,2016,1448,1413,35
Montana,Sheridan,2016,1962,1898,64
North Dakota,Sheridan,2016,737,695,42
Nebraska,Sheridan,2016,2735,2657,78
Wyoming,Sheridan,2016,16118,15355,763
Kansas,Sherman,2016,2938,2841,97
Nebraska,Sherman,2016,1715,1660,55
Oregon,Sherman,2016,894,853,41
Texas,Sherman,2016,1349,1310,39
Michigan,Shiawassee,2016,33477,31714,1763
Idaho,Shoshone,2016,5126,4762,364
Minnesota,Sibley,2016,8522,8158,364
California,Sierra,2016,1333,1232,101
New Mexico,Sierra,2016,4060,3721,339
Montana,Silver Bow,2016,17208,16472,736
Kentucky,Simpson,2016,8389,8011,378
Mississippi,Simpson,2016,10939,10347,592
Iowa,Sioux,2016,20631,20157,474
North Dakota,Sioux,2016,1338,1279,59
Nebraska,Sioux,2016,783,762,21
California,Siskiyou,2016,17890,16370,1520
Alaska,Sitka Borough/city,2016,4366,4164,202
Washington,Skagit,2016,57868,54089,3779
Alaska,Skagway Municipality,2016,805,715,90
Washington,Skamania,2016,5065,4713,352
North Dakota,Slope,2016,436,425,11
Kansas,Smith,2016,2031,1966,65
Mississippi,Smith,2016,6742,6389,353
Tennessee,Smith,2016,8650,8255,395
Texas,Smith,2016,105398,100638,4760
Virginia,Smyth,2016,13661,12860,801
Washington,Snohomish,2016,415507,397933,17574
Pennsylvania,Snyder,2016,20511,19552,959
New Mexico,Socorro,2016,6678,6194,484
California,Solano,2016,207235,195834,11401
Maryland,Somerset,2016,9260,8586,674
Maine,Somerset,2016,23444,22128,1316
New Jersey,Somerset,2016,172080,165098,6982
Pennsylvania,Somerset,2016,34160,31711,2449
Texas,Somervell,2016,4130,3932,198
California,Sonoma,2016,259183,248876,10307
Virginia,Southampton,2016,9024,8666,358
Alaska,Southeast Fairbanks Census Area,2016,2993,2671,322
Georgia,Spalding,2016,27746,25841,1905
South Carolina,Spartanburg,2016,142621,135864,6757
Indiana,Spencer,2016,10975,10525,450
Kentucky,Spencer,2016,9651,9281,370
South Dakota,Spink,2016,3285,3184,101
Washington,Spokane,2016,234083,219816,14267
Virginia,Spotsylvania,2016,64856,62177,2679
#N/A,St.,LA,2016,32807,30158
#N/A,St.,NY,2016,43346,40489
Louisiana,St. Bernard Parish,2016,19546,18357,1189
Missouri,St. Charles,2016,221494,213718,7776
Louisiana,St. Charles Parish,2016,25319,23975,1344
Alabama,St. Clair,2016,39241,37217,2024
Illinois,St. Clair,2016,127192,119462,7730
Michigan,St. Clair,2016,74762,70209,4553
Missouri,St. Clair,2016,3923,3677,246
Wisconsin,St. Croix,2016,49746,47872,1874
Arkansas,St. Francis,2016,8826,8368,458
Missouri,St. Francois,2016,26283,24834,1449
Louisiana,St. Helena Parish,2016,4390,4054,336
Louisiana,St. James Parish,2016,9606,8888,718
Louisiana,St. John the Baptist Parish,2016,20054,18683,1371
Florida,St. Johns,2016,118381,113922,4459
Indiana,St. Joseph,2016,134119,128039,6080
Michigan,St. Joseph,2016,29114,27913,1201
Minnesota,St. Louis,2016,102962,97080,5882
Missouri,St. Louis,2016,532537,510089,22448
Missouri,St. Louis city,2016,157649,149054,8595
Florida,St. Lucie,2016,134948,127177,7771
Louisiana,St. Martin Parish,2016,22963,21183,1780
Louisiana,St. Mary Parish,2016,21939,19880,2059
Maryland,St. Mary's,2016,54902,52562,2340
Louisiana,St. Tammany Parish,2016,117481,111641,5840
Kansas,Stafford,2016,2092,2015,77
Virginia,Stafford,2016,68200,65501,2699
California,Stanislaus,2016,242669,221770,20899
South Dakota,Stanley,2016,1870,1825,45
North Carolina,Stanly,2016,29288,27931,1357
Kansas,Stanton,2016,1070,1040,30
Nebraska,Stanton,2016,3437,3347,90
Illinois,Stark,2016,2759,2556,203
North Dakota,Stark,2016,18076,17370,706
Ohio,Stark,2016,186400,176173,10227
Indiana,Starke,2016,10858,10271,587
Texas,Starr,2016,26333,22821,3512
Virginia,Staunton city,2016,11776,11311,465
Missouri,Ste. Genevieve,2016,9004,8585,419
Minnesota,Stearns,2016,89247,85890,3357
Minnesota,Steele,2016,21262,20505,757
North Dakota,Steele,2016,1074,1051,23
Georgia,Stephens,2016,11015,10368,647
Oklahoma,Stephens,2016,19042,17237,1805
Texas,Stephens,2016,4015,3804,211
Illinois,Stephenson,2016,21407,20151,1256
Texas,Sterling,2016,669,643,26
Indiana,Steuben,2016,20081,19346,735
New York,Steuben,2016,43152,40638,2514
Kansas,Stevens,2016,2905,2790,115
Minnesota,Stevens,2016,5671,5501,170
Washington,Stevens,2016,17859,16385,1474
Georgia,Stewart,2016,2134,1998,136
Tennessee,Stewart,2016,5148,4800,348
Montana,Stillwater,2016,4815,4624,191
Missouri,Stoddard,2016,13321,12468,853
North Carolina,Stokes,2016,21874,20830,1044
Arkansas,Stone,2016,4733,4490,243
Missouri,Stone,2016,13449,12509,940
Mississippi,Stone,2016,6497,6062,435
Texas,Stonewall,2016,640,612,28
Nevada,Storey,2016,1906,1786,120
Iowa,Story,2016,56811,55478,1333
New Hampshire,Strafford,2016,72417,70572,1845
North Dakota,Stutsman,2016,11073,10800,273
Wyoming,Sublette,2016,4229,3956,273
Massachusetts,Suffolk,2016,427223,412113,15110
New York,Suffolk,2016,773871,740123,33748
Virginia,Suffolk city,2016,42908,40875,2033
Indiana,Sullivan,2016,8699,8188,511
Missouri,Sullivan,2016,2776,2616,160
New Hampshire,Sullivan,2016,23593,23044,549
New York,Sullivan,2016,34025,32399,1626
Pennsylvania,Sullivan,2016,2840,2636,204
Tennessee,Sullivan,2016,69521,65937,3584
South Dakota,Sully,2016,859,839,20
West Virginia,Summers,2016,4568,4288,280
Colorado,Summit,2016,21109,20672,437
Ohio,Summit,2016,272310,258318,13992
Utah,Summit,2016,23873,23121,752
Kansas,Sumner,2016,10920,10457,463
Tennessee,Sumner,2016,92013,88448,3565
Alabama,Sumter,2016,5131,4738,393
Florida,Sumter,2016,29330,27239,2091
Georgia,Sumter,2016,12824,11854,970
South Carolina,Sumter,2016,44351,41734,2617
Mississippi,Sunflower,2016,8344,7572,772
North Carolina,Surry,2016,33524,31924,1600
Virginia,Surry,2016,3652,3458,194
Pennsylvania,Susquehanna,2016,20859,19676,1183
Delaware,Sussex,2016,101015,96477,4538
New Jersey,Sussex,2016,74843,71312,3531
Virginia,Sussex,2016,3944,3694,250
California,Sutter,2016,44968,40613,4355
Texas,Sutton,2016,1590,1464,126
Florida,Suwannee,2016,18151,17266,885
North Carolina,Swain,2016,7118,6684,434
Montana,Sweet Grass,2016,1799,1743,56
Wyoming,Sweetwater,2016,22125,20782,1343
Minnesota,Swift,2016,5064,4792,272
Texas,Swisher,2016,2714,2599,115
Indiana,Switzerland,2016,4996,4752,244
Georgia,Talbot,2016,2740,2557,183
Maryland,Talbot,2016,19579,18755,824
Georgia,Taliaferro,2016,548,510,38
Alabama,Talladega,2016,34955,32660,2295
Mississippi,Tallahatchie,2016,5740,5352,388
Alabama,Tallapoosa,2016,18656,17620,1036
Iowa,Tama,2016,9742,9334,408
Missouri,Taney,2016,26370,24422,1948
Louisiana,Tangipahoa Parish,2016,54158,50506,3652
New Mexico,Taos,2016,14937,13694,1243
Texas,Tarrant,2016,1010694,970542,40152
Mississippi,Tate,2016,12089,11385,704
Georgia,Tattnall,2016,9316,8818,498
Florida,Taylor,2016,8820,8346,474
Georgia,Taylor,2016,3318,3070,248
Iowa,Taylor,2016,3221,3126,95
Kentucky,Taylor,2016,12215,11607,608
Texas,Taylor,2016,63271,60908,2363
Wisconsin,Taylor,2016,11098,10640,458
West Virginia,Taylor,2016,7816,7375,441
Illinois,Tazewell,2016,65774,61543,4231
Virginia,Tazewell,2016,15938,14731,1207
California,Tehama,2016,25066,23281,1785
Georgia,Telfair,2016,4805,4403,402
Colorado,Teller,2016,11723,11288,435
Louisiana,Tensas Parish,2016,1626,1467,159
Louisiana,Terrebonne Parish,2016,48948,45538,3410
Georgia,Terrell,2016,3651,3414,237
Texas,Terrell,2016,406,390,16
Texas,Terry,2016,5348,5093,255
Idaho,Teton,2016,5992,5799,193
Montana,Teton,2016,2832,2730,102
Wyoming,Teton,2016,15237,14708,529
Missouri,Texas,2016,9338,8753,585
Oklahoma,Texas,2016,9410,9092,318
Nebraska,Thayer,2016,2900,2829,71
Georgia,Thomas,2016,17504,16413,1091
Kansas,Thomas,2016,4347,4228,119
Nebraska,Thomas,2016,448,433,15
Texas,Throckmorton,2016,743,717,26
Nebraska,Thurston,2016,2976,2832,144
Washington,Thurston,2016,129543,122228,7315
Georgia,Tift,2016,18523,17527,996
Oregon,Tillamook,2016,11638,11066,572
Oklahoma,Tillman,2016,3315,3168,147
New York,Tioga,2016,23010,21829,1181
Pennsylvania,Tioga,2016,19858,18446,1412
Mississippi,Tippah,2016,9403,8883,520
Indiana,Tippecanoe,2016,94383,90548,3835
Indiana,Tipton,2016,8527,8199,328
Tennessee,Tipton,2016,27410,25857,1553
Mississippi,Tishomingo,2016,8261,7810,451
Texas,Titus,2016,12872,12080,792
Puerto Rico,Toa Alta Municipio,2016,26551,24343,2208
Puerto Rico,Toa Baja Municipio,2016,29753,27071,2682
Kentucky,Todd,2016,5302,5064,238
Minnesota,Todd,2016,12951,12342,609
South Dakota,Todd,2016,3059,2862,197
Connecticut,Tolland,2016,85320,81489,3831
Texas,Tom Green,2016,54228,51803,2425
New York,Tompkins,2016,50351,48257,2094
Utah,Tooele,2016,30826,29655,1171
Montana,Toole,2016,2228,2151,77
Georgia,Toombs,2016,11767,10849,918
New Mexico,Torrance,2016,5506,5010,496
North Dakota,Towner,2016,1332,1302,30
Georgia,Towns,2016,4102,3823,279
North Dakota,Traill,2016,4597,4469,128
North Carolina,Transylvania,2016,13959,13280,679
Minnesota,Traverse,2016,1713,1646,67
Texas,Travis,2016,677945,656425,21520
Montana,Treasure,2016,353,338,15
Kansas,Trego,2016,1474,1415,59
Wisconsin,Trempealeau,2016,16693,16077,616
Georgia,Treutlen,2016,2737,2527,210
Kentucky,Trigg,2016,5818,5490,328
Kentucky,Trimble,2016,3868,3658,210
California,Trinity,2016,4991,4638,353
Texas,Trinity,2016,5480,5147,333
South Dakota,Tripp,2016,3063,2995,68
Georgia,Troup,2016,36778,34906,1872
Tennessee,Trousdale,2016,3833,3648,185
Puerto Rico,Trujillo Alto Municipio,2016,27127,25174,1953
Ohio,Trumbull,2016,90400,84249,6151
West Virginia,Tucker,2016,3475,3287,188
California,Tulare,2016,203219,180502,22717
Oklahoma,Tulsa,2016,318525,303683,14842
Mississippi,Tunica,2016,4611,4285,326
California,Tuolumne,2016,21563,20221,1342
Georgia,Turner,2016,3230,3021,209
South Dakota,Turner,2016,4676,4546,130
Alabama,Tuscaloosa,2016,99659,94059,5600
Ohio,Tuscarawas,2016,45004,42402,2602
Michigan,Tuscola,2016,24217,22694,1523
Georgia,Twiggs,2016,2944,2688,256
Idaho,Twin Falls,2016,39633,38284,1349
Texas,Tyler,2016,7210,6684,526
West Virginia,Tyler,2016,3546,3230,316
North Carolina,Tyrrell,2016,1530,1401,129
Wyoming,Uinta,2016,9420,8871,549
Utah,Uintah,2016,14133,12814,1319
New York,Ulster,2016,88138,84242,3896
Oregon,Umatilla,2016,36004,34084,1920
Tennessee,Unicoi,2016,6987,6492,495
Arkansas,Union,2016,16346,15455,891
Florida,Union,2016,4787,4581,206
Georgia,Union,2016,10433,9939,494
Iowa,Union,2016,6497,6250,247
Illinois,Union,2016,7524,6966,558
Indiana,Union,2016,3637,3490,147
Kentucky,Union,2016,6164,5742,422
Mississippi,Union,2016,13668,13067,601
North Carolina,Union,2016,115773,110681,5092
New Jersey,Union,2016,275373,261137,14236
New Mexico,Union,2016,1894,1819,75
Ohio,Union,2016,27783,26715,1068
Oregon,Union,2016,11973,11266,707
Pennsylvania,Union,2016,19774,18830,944
South Carolina,Union,2016,11487,10772,715
South Dakota,Union,2016,8048,7798,250
Tennessee,Union,2016,7254,6836,418
Louisiana,Union Parish,2016,9242,8636,606
Texas,Upshur,2016,17887,16742,1145
West Virginia,Upshur,2016,9802,9062,740
Georgia,Upson,2016,11124,10407,717
Texas,Upton,2016,1581,1497,84
Utah,Utah,2016,278913,270282,8631
Puerto Rico,Utuado Municipio,2016,6885,5817,1068
Texas,Uvalde,2016,11803,11177,626
Texas,Val Verde,2016,20129,18874,1255
Alaska,Valdez-Cordova Census Area,2016,4804,4391,413
New Mexico,Valencia,2016,29911,27781,2130
Idaho,Valley,2016,4973,4705,268
Montana,Valley,2016,4408,4259,149
Nebraska,Valley,2016,2089,2031,58
Arkansas,Van Buren,2016,6092,5674,418
Iowa,Van Buren,2016,3849,3708,141
Michigan,Van Buren,2016,35454,33415,2039
Tennessee,Van Buren,2016,2030,1905,125
Ohio,Van Wert,2016,14300,13718,582
Texas,Van Zandt,2016,24842,23775,1067
North Carolina,Vance,2016,18004,16718,1286
Indiana,Vanderburgh,2016,93222,89389,3833
Puerto Rico,Vega Alta Municipio,2016,9878,8740,1138
Puerto Rico,Vega Baja Municipio,2016,13733,11829,1904
Pennsylvania,Venango,2016,23703,21989,1714
California,Ventura,2016,425280,403083,22197
Illinois,Vermilion,2016,34892,32361,2531
Louisiana,Vermilion Parish,2016,24701,22821,1880
Indiana,Vermillion,2016,7271,6792,479
Missouri,Vernon,2016,9624,9157,467
Wisconsin,Vernon,2016,15785,15209,576
Louisiana,Vernon Parish,2016,16928,15702,1226
Texas,Victoria,2016,43695,41329,2366
Puerto Rico,Vieques Municipio,2016,3260,2914,346
Indiana,Vigo,2016,49375,46714,2661
Wisconsin,Vilas,2016,9992,9426,566
Puerto Rico,Villalba Municipio,2016,7815,6235,1580
Ohio,Vinton,2016,5453,5066,387
Virginia,Virginia Beach city,2016,228905,219741,9164
Florida,Volusia,2016,245026,232679,12347
Illinois,Wabash,2016,5753,5392,361
Indiana,Wabash,2016,15477,14818,659
Minnesota,Wabasha,2016,12055,11611,444
Kansas,Wabaunsee,2016,3702,3570,132
Minnesota,Wadena,2016,6270,5899,371
Oklahoma,Wagoner,2016,36649,34903,1746
Washington,Wahkiakum,2016,1286,1175,111
North Carolina,Wake,2016,556706,532827,23879
Florida,Wakulla,2016,14271,13683,588
Maine,Waldo,2016,20827,19955,872
Alabama,Walker,2016,25669,23767,1902
Georgia,Walker,2016,29888,28224,1664
Texas,Walker,2016,23774,22531,1243
Washington,Walla Walla,2016,28661,27107,1554
Kansas,Wallace,2016,859,836,23
Texas,Waller,2016,22161,20925,1236
Oregon,Wallowa,2016,3315,3091,224
North Dakota,Walsh,2016,5659,5445,214
Mississippi,Walthall,2016,5039,4652,387
Florida,Walton,2016,28889,27654,1235
Georgia,Walton,2016,43313,41186,2127
South Dakota,Walworth,2016,2241,2126,115
Wisconsin,Walworth,2016,57796,55490,2306
Iowa,Wapello,2016,17846,16811,1035
North Dakota,Ward,2016,33522,32142,1380
Texas,Ward,2016,5392,5085,307
Georgia,Ware,2016,15457,14625,832
Georgia,Warren,2016,2695,2508,187
Iowa,Warren,2016,27037,26172,865
Illinois,Warren,2016,8697,8238,459
Indiana,Warren,2016,4111,3912,199
Kentucky,Warren,2016,61962,59522,2440
Missouri,Warren,2016,17526,16793,733
Mississippi,Warren,2016,20820,19508,1312
North Carolina,Warren,2016,7143,6622,521
New Jersey,Warren,2016,56302,53719,2583
New York,Warren,2016,31980,30298,1682
Ohio,Warren,2016,114558,109770,4788
Pennsylvania,Warren,2016,19769,18688,1081
Tennessee,Warren,2016,17612,16767,845
Virginia,Warren,2016,19672,18868,804
Indiana,Warrick,2016,32481,31169,1312
Utah,Wasatch,2016,13902,13431,471
Oregon,Wasco,2016,13687,13030,657
Minnesota,Waseca,2016,9499,9092,407
Wyoming,Washakie,2016,4212,4011,201
Wisconsin,Washburn,2016,7989,7591,398
Alabama,Washington,2016,6769,6188,581
Arkansas,Washington,2016,118196,114945,3251
Colorado,Washington,2016,2917,2854,63
Florida,Washington,2016,9682,9187,495
Georgia,Washington,2016,7172,6718,454
Iowa,Washington,2016,12322,11961,361
Idaho,Washington,2016,4608,4354,254
Illinois,Washington,2016,9645,9282,363
Indiana,Washington,2016,13682,13056,626
Kansas,Washington,2016,3080,2979,101
Kentucky,Washington,2016,6080,5817,263
Maryland,Washington,2016,75569,71680,3889
Maine,Washington,2016,13985,13211,774
Minnesota,Washington,2016,139295,134651,4644
Missouri,Washington,2016,10359,9702,657
Mississippi,Washington,2016,17768,16177,1591
North Carolina,Washington,2016,4865,4505,360
Nebraska,Washington,2016,11093,10739,354
New York,Washington,2016,28335,27018,1317
Ohio,Washington,2016,27769,25819,1950
Oklahoma,Washington,2016,23954,22786,1168
Oregon,Washington,2016,313325,300470,12855
Pennsylvania,Washington,2016,107218,100679,6539
Rhode Island,Washington,2016,68898,65630,3268
Tennessee,Washington,2016,58537,55747,2790
Texas,Washington,2016,15076,14311,765
Utah,Washington,2016,67252,64738,2514
Virginia,Washington,2016,26812,25590,1222
Vermont,Washington,2016,33905,32826,1079
Wisconsin,Washington,2016,77322,74739,2583
Louisiana,Washington Parish,2016,16943,15754,1189
Oklahoma,Washita,2016,5326,4958,368
Nevada,Washoe,2016,229817,218347,11470
Michigan,Washtenaw,2016,191443,184440,7003
North Carolina,Watauga,2016,27949,26695,1254
Minnesota,Watonwan,2016,6600,6279,321
Wisconsin,Waukesha,2016,225184,217425,7759
Wisconsin,Waupaca,2016,27016,25950,1066
Wisconsin,Waushara,2016,11500,10922,578
Georgia,Wayne,2016,11277,10505,772
Iowa,Wayne,2016,2833,2726,107
Illinois,Wayne,2016,7302,6679,623
Indiana,Wayne,2016,30950,29465,1485
Kentucky,Wayne,2016,7262,6700,562
Michigan,Wayne,2016,780565,731656,48909
Missouri,Wayne,2016,5668,5365,303
Mississippi,Wayne,2016,7540,6991,549
North Carolina,Wayne,2016,53556,50438,3118
Nebraska,Wayne,2016,5617,5468,149
New York,Wayne,2016,43980,41789,2191
Ohio,Wayne,2016,61196,58742,2454
Pennsylvania,Wayne,2016,22515,21225,1290
Tennessee,Wayne,2016,6067,5669,398
Utah,Wayne,2016,1428,1316,112
West Virginia,Wayne,2016,15526,14500,1026
Virginia,Waynesboro city,2016,10178,9751,427
Tennessee,Weakley,2016,15808,14886,922
Texas,Webb,2016,113792,108240,5552
Utah,Weber,2016,120114,115498,4616
Georgia,Webster,2016,965,882,83
Iowa,Webster,2016,20379,19564,815
Kentucky,Webster,2016,5832,5479,353
Missouri,Webster,2016,16929,16096,833
Mississippi,Webster,2016,3907,3665,242
Nebraska,Webster,2016,1711,1657,54
West Virginia,Webster,2016,3489,3198,291
Louisiana,Webster Parish,2016,15198,13902,1296
Colorado,Weld,2016,149828,144709,5119
Indiana,Wells,2016,14167,13662,505
North Dakota,Wells,2016,2190,2105,85
Louisiana,West Baton Rouge Parish,2016,13239,12534,705
Louisiana,West Carroll Parish,2016,4104,3613,491
Louisiana,West Feliciana Parish,2016,5328,5052,276
New York,Westchester,2016,477692,457221,20471
Pennsylvania,Westmoreland,2016,182739,172070,10669
Virginia,Westmoreland,2016,8967,8552,415
Wyoming,Weston,2016,3957,3759,198
West Virginia,Wetzel,2016,7199,6533,666
Michigan,Wexford,2016,14694,13832,862
Texas,Wharton,2016,21061,20004,1057
Washington,Whatcom,2016,106929,100688,6241
Montana,Wheatland,2016,797,757,40
Georgia,Wheeler,2016,1731,1575,156
Nebraska,Wheeler,2016,565,553,12
Oregon,Wheeler,2016,686,657,29
Texas,Wheeler,2016,2481,2364,117
Arkansas,White,2016,33984,32217,1767
Georgia,White,2016,14459,13789,670
Illinois,White,2016,6889,6437,452
Indiana,White,2016,13643,13100,543
Tennessee,White,2016,11721,11139,582
Nevada,White Pine,2016,4484,4276,208
Illinois,Whiteside,2016,28728,27061,1667
Georgia,Whitfield,2016,44669,41939,2730
Indiana,Whitley,2016,17234,16564,670
Kentucky,Whitley,2016,13350,12463,887
Washington,Whitman,2016,23064,21907,1157
Montana,Wibaux,2016,513,493,20
Kansas,Wichita,2016,1204,1176,28
Texas,Wichita,2016,55437,53035,2402
Maryland,Wicomico,2016,50562,47402,3160
Texas,Wilbarger,2016,5046,4809,237
Alabama,Wilcox,2016,2828,2422,406
Georgia,Wilcox,2016,2716,2520,196
Georgia,Wilkes,2016,3701,3456,245
North Carolina,Wilkes,2016,30204,28759,1445
Minnesota,Wilkin,2016,3733,3612,121
Georgia,Wilkinson,2016,3645,3414,231
Mississippi,Wilkinson,2016,2836,2549,287
Illinois,Will,2016,362361,340776,21585
Texas,Willacy,2016,6498,5703,795
North Dakota,Williams,2016,22621,21636,985
Ohio,Williams,2016,19018,18154,864
South Carolina,Williamsburg,2016,12497,11528,969
Virginia,Williamsburg city,2016,6705,6330,375
Illinois,Williamson,2016,32325,30336,1989
Tennessee,Williamson,2016,113165,109311,3854
Texas,Williamson,2016,278496,269165,9331
Kansas,Wilson,2016,4111,3864,247
North Carolina,Wilson,2016,36486,33517,2969
Tennessee,Wilson,2016,67595,64999,2596
Texas,Wilson,2016,23741,22815,926
Virginia,Winchester city,2016,14305,13727,578
Connecticut,Windham,2016,62764,59271,3493
Vermont,Windham,2016,23221,22449,772
Vermont,Windsor,2016,29331,28473,858
Texas,Winkler,2016,3068,2832,236
Louisiana,Winn Parish,2016,5185,4783,402
Iowa,Winnebago,2016,5185,5005,180
Illinois,Winnebago,2016,141312,131886,9426
Wisconsin,Winnebago,2016,93217,89901,3316
Iowa,Winneshiek,2016,12029,11606,423
Minnesota,Winona,2016,29365,28327,1038
Alabama,Winston,2016,9571,8895,676
Mississippi,Winston,2016,7110,6608,502
West Virginia,Wirt,2016,2230,2034,196
Texas,Wise,2016,29413,28025,1388
Virginia,Wise,2016,13192,12063,1129
Kentucky,Wolfe,2016,1919,1723,196
Ohio,Wood,2016,70624,67655,2969
Texas,Wood,2016,17234,16328,906
Wisconsin,Wood,2016,34671,33038,1633
West Virginia,Wood,2016,36806,34691,2115
Iowa,Woodbury,2016,55604,53622,1982
Illinois,Woodford,2016,19351,18289,1062
Kentucky,Woodford,2016,14753,14276,477
Arkansas,Woodruff,2016,2964,2802,162
Oklahoma,Woods,2016,5224,5056,168
Kansas,Woodson,2016,1616,1523,93
Oklahoma,Woodward,2016,9526,8936,590
Massachusetts,Worcester,2016,430028,412400,17628
