SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
50,1,1,Alabama,Autauga County,2016,55243,26970,28273,20979,21700,5040,5562,119,139,287,359,29,22,516,491,21455,22145,5305,5821,279,305,424,484,48,54,26187,27558,20351,21120,4962,5499,102,129,284,350,17,17,471,443,20787,21527,5203,5732,240,267,414,465,34,39,783,715,628,580,78,63,17,10,3,9,12,5,45,48,668,618,102,89,39,38,10,19,14,15
50,1,3,Alabama,Baldwin County,2016,207601,100969,106632,88303,92833,9228,9865,826,760,826,1290,62,59,1724,1825,89933,94540,9914,10645,1658,1623,1179,1688,138,149,96085,102225,83936,88852,9058,9690,710,693,812,1278,40,49,1529,1663,85388,90421,9661,10395,1430,1458,1136,1637,98,116,4884,4407,4367,3981,170,175,116,67,14,12,22,10,195,162,4545,4119,253,250,228,165,43,51,40,33
50,1,5,Alabama,Barbour County,2016,25806,13626,12180,6779,6071,6515,5858,91,60,54,58,28,13,159,120,6897,6176,6622,5929,168,107,69,78,33,18,13004,11689,6272,5665,6473,5811,40,33,54,58,16,6,149,116,6383,5766,6573,5881,111,78,69,77,21,11,622,491,507,406,42,47,51,27,0,0,12,7,10,4,514,410,49,48,57,29,0,1,12,7
50,1,7,Alabama,Bibb County,2016,22586,12070,10516,8839,8484,3037,1853,43,41,19,24,23,4,109,110,8941,8579,3086,1907,92,92,38,46,25,10,11752,10276,8571,8274,3015,1841,40,31,18,24,6,1,102,105,8667,8365,3062,1891,85,78,36,44,7,6,318,240,268,210,22,12,3,10,1,0,17,3,7,5,274,214,24,16,7,14,2,2,18,4
50,1,9,Alabama,Blount County,2016,57494,28287,29207,27180,28054,480,427,172,173,71,87,39,24,345,442,27505,28468,601,584,359,421,130,153,49,44,25517,26769,24568,25767,426,386,128,136,59,79,14,7,322,394,24873,26139,531,522,310,356,111,136,21,23,2770,2438,2612,2287,54,41,44,37,12,8,25,17,23,48,2632,2329,70,62,49,65,19,17,28,21
50,1,11,Alabama,Bullock County,2016,10389,5653,4736,1671,1074,3818,3514,39,50,11,14,40,35,74,49,1742,1116,3860,3539,65,75,23,21,45,39,5245,4370,1426,833,3747,3472,9,20,10,10,3,2,50,33,1474,863,3776,3488,26,36,17,14,5,3,408,366,245,241,71,42,30,30,1,4,37,33,24,16,268,253,84,51,39,39,6,7,40,36
50,1,13,Alabama,Butler County,2016,20012,9310,10702,5012,5542,4010,4887,34,40,153,120,5,5,96,108,5102,5638,4062,4943,71,88,166,134,7,8,9173,10574,4930,5454,3970,4858,33,37,147,117,4,5,89,103,5013,5546,4017,4911,68,81,160,131,6,8,137,128,82,88,40,29,1,3,6,3,1,0,7,5,89,92,45,32,3,7,6,3,1,0
50,1,15,Alabama,Calhoun County,2016,114973,55284,59689,42192,44648,11194,12936,307,283,446,674,62,55,1083,1093,43183,45637,11770,13526,689,687,685,904,135,126,53044,57686,40355,42993,11001,12779,241,219,425,653,51,46,971,996,41250,43903,11520,13314,577,580,642,860,110,101,2240,2003,1837,1655,193,157,66,64,21,21,11,9,112,97,1933,1734,250,212,112,107,43,44,25,25
50,1,17,Alabama,Chambers County,2016,33745,16183,17562,9398,9976,6280,7150,52,52,253,165,12,6,188,213,9570,10177,6384,7282,125,123,281,187,18,11,15754,17232,9111,9728,6193,7101,35,43,239,161,6,5,170,194,9266,9911,6286,7220,102,110,264,180,12,9,429,330,287,248,87,49,17,9,14,4,6,1,18,19,304,266,98,62,23,13,17,7,6,2
50,1,19,Alabama,Cherokee County,2016,25768,12790,12978,11896,12083,558,546,89,75,30,53,5,3,212,218,12094,12288,639,635,210,200,56,70,7,8,12587,12787,11719,11917,556,543,80,67,29,48,1,0,202,212,11908,12117,631,628,197,189,54,64,3,4,203,191,177,166,2,3,9,8,1,5,4,3,10,6,186,171,8,7,13,11,2,6,4,4
50,1,21,Alabama,Chilton County,2016,43866,21537,22329,18827,19448,2166,2352,113,109,84,118,48,28,299,274,19102,19699,2344,2503,220,218,128,151,62,42,19636,20841,17154,18132,2071,2282,72,68,73,107,8,6,258,246,17396,18359,2224,2420,163,165,108,135,15,17,1901,1488,1673,1316,95,70,41,41,11,11,40,22,41,28,1706,1340,120,83,57,53,20,16,47,25
50,1,23,Alabama,Choctaw County,2016,13045,6204,6841,3650,3828,2490,2945,15,12,7,11,0,1,42,44,3689,3870,2514,2967,30,29,13,17,3,2,6146,6770,3604,3776,2481,2931,13,11,7,9,0,0,41,43,3642,3817,2504,2953,28,27,13,15,3,1,58,71,46,52,9,14,2,1,0,2,0,1,1,1,47,53,10,14,2,2,0,2,0,1
50,1,25,Alabama,Clarke County,2016,24340,11509,12831,6322,6788,5000,5795,43,69,45,60,4,1,95,118,6408,6886,5057,5869,70,111,65,80,10,8,11329,12672,6190,6684,4966,5758,35,61,43,59,4,1,91,109,6272,6775,5019,5825,61,101,63,76,10,6,180,159,132,104,34,37,8,8,2,1,0,0,4,9,136,111,38,44,9,10,2,4,0,2
50,1,27,Alabama,Clay County,2016,13393,6558,6835,5463,5658,921,978,30,48,15,16,0,0,129,135,5587,5787,998,1053,69,103,32,26,6,1,6329,6659,5256,5503,903,965,29,43,13,14,0,0,128,134,5380,5631,980,1040,67,97,29,24,6,1,229,176,207,155,18,13,1,5,2,2,0,0,1,1,207,156,18,13,2,6,3,2,0,0
50,1,29,Alabama,Cleburne County,2016,14848,7376,7472,7014,7072,217,257,33,38,7,20,10,2,95,83,7105,7151,276,295,61,71,19,35,13,4,7174,7316,6833,6932,212,250,29,36,7,20,1,0,92,78,6921,7006,268,285,57,66,19,35,4,2,202,156,181,140,5,7,4,2,0,0,9,2,3,5,184,145,8,10,4,5,0,0,9,2
50,1,31,Alabama,Coffee County,2016,51202,25263,25939,19422,19551,4327,4732,357,353,276,528,132,79,749,696,20105,20169,4664,5030,646,649,479,701,181,128,23345,24284,17939,18214,4203,4626,277,300,251,511,39,30,636,603,18524,18758,4488,4871,511,555,427,666,76,67,1918,1655,1483,1337,124,106,80,53,25,17,93,49,113,93,1581,1411,176,159,135,94,52,35,105,61
50,1,33,Alabama,Colbert County,2016,54497,26226,28271,21337,22717,4066,4671,181,161,129,186,14,17,499,519,21794,23210,4339,4946,388,381,186,228,35,33,25423,27622,20670,22188,4011,4614,152,148,125,181,11,14,454,477,21087,22644,4262,4863,339,350,177,220,28,28,803,649,667,529,55,57,29,13,4,5,3,3,45,42,707,566,77,83,49,31,9,8,7,5
50,1,35,Alabama,Conecuh County,2016,12500,5987,6513,3156,3211,2695,3188,33,17,8,15,2,2,93,80,3240,3283,2750,3239,63,46,24,23,7,3,5849,6404,3068,3142,2660,3158,33,17,7,15,1,2,80,70,3139,3206,2704,3200,61,45,23,21,5,3,138,109,88,69,35,30,0,0,1,0,1,0,13,10,101,77,46,39,2,1,1,2,2,0
50,1,37,Alabama,Coosa County,2016,10819,5471,5348,3678,3537,1684,1681,41,24,3,12,7,10,58,84,3730,3612,1710,1718,63,65,21,25,8,15,5340,5240,3602,3475,1664,1665,25,18,1,12,0,0,48,70,3645,3538,1684,1696,46,53,15,22,0,3,131,108,76,62,20,16,16,6,2,0,7,10,10,14,85,74,26,22,17,12,6,3,8,12
50,1,39,Alabama,Covington County,2016,37382,18040,19342,15334,16312,2209,2543,128,117,89,87,1,2,279,281,15600,16579,2357,2692,249,238,118,112,3,5,17735,19034,15101,16065,2174,2517,115,98,83,81,0,1,262,272,15351,16324,2312,2657,228,218,110,105,1,4,305,308,233,247,35,26,13,19,6,6,1,1,17,9,249,255,45,35,21,20,8,7,2,1
50,1,41,Alabama,Crenshaw County,2016,13916,6773,7143,4983,5135,1536,1750,38,42,82,88,3,1,131,127,5104,5254,1621,1826,79,87,98,101,7,3,6627,7016,4859,5034,1526,1735,35,38,82,88,0,0,125,121,4974,5147,1607,1808,73,80,97,101,4,2,146,127,124,101,10,15,3,4,0,0,3,1,6,6,130,107,14,18,6,7,1,0,3,1
50,1,43,Alabama,Cullman County,2016,82450,40709,41741,39096,40128,579,455,257,262,217,338,30,32,530,526,39595,40627,753,631,572,580,288,397,47,42,38840,40021,37407,38550,516,421,219,216,203,326,21,24,474,484,37857,39011,667,576,505,515,266,378,33,32,1869,1720,1689,1578,63,34,38,46,14,12,9,8,56,42,1738,1616,86,55,67,65,22,19,14,10
50,1,45,Alabama,Dale County,2016,49362,24368,24994,18573,18262,4678,5361,226,196,224,431,36,49,631,695,19136,18893,4994,5703,443,440,387,593,77,93,22768,23501,17247,17023,4557,5245,173,173,217,420,32,41,542,599,17733,17569,4824,5534,351,384,364,564,67,72,1600,1493,1326,1239,121,116,53,23,7,11,4,8,89,96,1403,1324,170,169,92,56,23,29,10,21
50,1,47,Alabama,Dallas County,2016,40080,18507,21573,5392,5813,12770,15440,70,39,114,90,12,7,149,184,5527,5981,12864,15548,115,100,139,115,20,16,18278,21379,5268,5712,12696,15366,54,35,110,86,7,7,143,173,5399,5870,12787,15472,95,91,135,107,14,15,229,194,124,101,74,74,16,4,4,4,5,0,6,11,128,111,77,76,20,9,4,8,6,1
50,1,49,Alabama,DeKalb County,2016,71104,35246,35858,32658,33400,651,627,720,701,190,145,249,196,778,789,33391,34137,839,804,1267,1284,259,205,285,227,29866,31086,28122,29321,516,508,407,452,146,99,20,18,655,688,28756,29978,672,654,872,971,197,144,35,34,5380,4772,4536,4079,135,119,313,249,44,46,229,178,123,101,4635,4159,167,150,395,313,62,61,250,193
50,1,51,Alabama,Elmore County,2016,81204,39366,41838,29674,31906,8565,8645,197,190,254,338,50,48,626,711,30241,32551,8874,8980,419,463,408,504,82,91,38260,40656,28757,30911,8491,8560,156,149,245,327,35,35,576,674,29279,31524,8774,8875,359,409,389,486,63,75,1106,1182,917,995,74,85,41,41,9,11,15,13,50,37,962,1027,100,105,60,54,19,18,19,16
50,1,53,Alabama,Escambia County,2016,37475,19308,18167,11665,11508,6509,5551,684,690,42,59,17,7,391,352,12017,11839,6712,5727,852,844,98,100,32,19,18837,17811,11297,11235,6460,5513,669,666,39,51,10,4,362,342,11624,11557,6650,5685,823,816,89,89,24,16,471,356,368,273,49,38,15,24,3,8,7,3,29,10,393,282,62,42,29,28,9,11,8,3
50,1,55,Alabama,Etowah County,2016,102855,49743,53112,40514,42783,7480,8621,342,270,423,401,165,140,819,897,41290,43636,7885,9059,701,661,518,509,193,167,47662,51318,38930,41393,7373,8521,213,177,384,374,25,24,737,829,39630,42183,7739,8924,532,541,472,467,48,48,2081,1794,1584,1390,107,100,129,93,39,27,140,116,82,68,1660,1453,146,135,169,120,46,42,145,119
50,1,57,Alabama,Fayette County,2016,16563,8168,8395,7038,7227,957,996,40,35,18,45,0,1,115,91,7146,7314,1033,1053,73,62,30,55,5,3,8017,8269,6913,7126,947,985,32,25,15,42,0,0,110,91,7017,7213,1019,1042,64,52,26,52,4,2,151,126,125,101,10,11,8,10,3,3,0,1,5,0,129,101,14,11,9,10,4,3,1,1
50,1,59,Alabama,Franklin County,2016,31611,15831,15780,14395,14586,796,637,263,208,70,74,24,49,283,226,14661,14804,923,740,406,313,95,96,36,54,12825,13460,11836,12570,645,544,79,65,57,59,3,33,205,189,12031,12752,741,631,183,157,71,74,9,35,3006,2320,2559,2016,151,93,184,143,13,15,21,16,78,37,2630,2052,182,109,223,156,24,22,27,19
50,1,61,Alabama,Geneva County,2016,26494,12942,13552,11345,11808,1193,1307,129,127,40,48,13,8,222,254,11551,12043,1308,1424,221,245,66,79,24,19,12381,13081,10860,11388,1168,1293,106,105,33,44,7,6,207,245,11052,11615,1275,1405,194,220,55,73,17,17,561,471,485,420,25,14,23,22,7,4,6,2,15,9,499,428,33,19,27,25,11,6,7,2
50,1,63,Alabama,Greene County,2016,8482,4016,4466,731,781,3235,3624,13,12,13,11,0,0,24,38,750,814,3250,3645,22,24,17,20,1,1,3963,4409,701,743,3222,3607,4,12,13,11,0,0,23,36,719,774,3237,3627,12,23,17,20,1,1,53,57,30,38,13,17,9,0,0,0,0,0,1,2,31,40,13,18,10,1,0,0,0,0
50,1,65,Alabama,Hale County,2016,14828,6996,7832,2999,3022,3908,4718,14,17,18,24,1,1,56,50,3047,3068,3932,4741,40,38,31,32,4,3,6885,7737,2920,2963,3882,4689,12,15,18,24,1,0,52,46,2964,3005,3905,4710,35,34,31,32,4,2,111,95,79,59,26,29,2,2,0,0,0,1,4,4,83,63,27,31,5,4,0,0,0,1
50,1,67,Alabama,Henry County,2016,17072,8278,8794,5902,6206,2172,2409,46,23,33,52,3,1,122,103,6016,6303,2244,2464,83,61,54,64,5,5,8047,8592,5716,6052,2142,2371,43,20,26,50,2,1,118,98,5826,6145,2213,2423,78,56,46,62,4,4,231,202,186,154,30,38,3,3,7,2,1,0,4,5,190,158,31,41,5,5,8,2,1,1
50,1,69,Alabama,Houston County,2016,104218,50012,54206,35320,37258,12975,15037,251,279,411,595,35,44,1020,993,36237,38129,13523,15566,627,654,605,782,90,112,48208,52631,33865,36022,12851,14896,176,211,391,574,20,30,905,898,34684,36812,13346,15378,500,549,568,739,62,88,1804,1575,1455,1236,124,141,75,68,20,21,15,14,115,95,1553,1317,177,188,127,105,37,43,28,24
50,1,71,Alabama,Jackson County,2016,51988,25589,26399,23487,24207,883,888,406,426,131,152,29,23,653,703,24119,24891,1043,1067,868,919,174,197,43,33,24778,25726,22868,23690,842,865,336,363,100,125,18,9,614,674,23464,24347,987,1032,777,842,139,166,30,18,811,673,619,517,41,23,70,63,31,27,11,14,39,29,655,544,56,35,91,77,35,31,13,15
50,1,73,Alabama,Jefferson County,2016,660343,312797,347546,172026,181324,130632,155155,951,983,5204,5788,151,187,3833,4109,175367,184832,132707,157432,2281,2448,6248,6883,289,334,299379,336042,160331,171406,129603,154122,653,774,5159,5754,55,118,3578,3868,163469,174714,131542,156265,1874,2141,6146,6795,164,234,13418,11504,11695,9918,1029,1033,298,209,45,34,96,69,255,241,11898,10118,1165,1167,407,307,102,88,125,100
50,1,75,Alabama,Lamar County,2016,13928,6796,7132,5966,6212,689,782,18,24,4,7,1,1,118,106,6075,6313,748,835,65,64,21,20,6,6,6675,7039,5872,6136,675,774,12,16,4,7,1,0,111,106,5974,6237,732,827,55,56,20,20,6,5,121,93,94,76,14,8,6,8,0,0,0,1,7,0,101,76,16,8,10,8,1,0,0,1
50,1,77,Alabama,Lauderdale County,2016,92425,44204,48221,38633,41801,4246,5085,199,198,357,375,33,26,736,736,39326,42487,4627,5480,481,491,461,466,56,47,43024,47041,37687,40792,4170,5028,164,169,330,351,16,12,657,689,38309,41433,4516,5398,403,443,424,438,37,30,1180,1180,946,1009,76,57,35,29,27,24,17,14,79,47,1017,1054,111,82,78,48,37,28,19,17
50,1,79,Alabama,Lawrence County,2016,33227,16204,17023,12719,13351,1732,1892,960,980,33,41,5,2,755,757,13447,14080,1860,2022,1564,1589,79,84,16,16,15841,16689,12428,13072,1711,1877,924,954,29,41,4,2,745,743,13146,13787,1832,1998,1525,1560,74,82,15,15,363,334,291,279,21,15,36,26,4,0,1,0,10,14,301,293,28,24,39,29,5,2,1,1
50,1,81,Alabama,Lee County,2016,159168,78469,80699,56375,56059,17152,19985,302,260,3284,2978,77,60,1279,1357,57527,57269,17770,20663,676,641,3706,3442,137,132,75291,78068,53712,53905,16916,19741,203,200,3239,2948,33,42,1188,1232,54791,55012,17493,20353,536,532,3638,3377,83,100,3178,2631,2663,2154,236,244,99,60,45,30,44,18,91,125,2736,2257,277,310,140,109,68,65,54,32
50,1,83,Alabama,Limestone County,2016,92847,46496,46351,37871,38098,6561,6022,379,351,606,784,80,79,999,1017,38795,39039,6998,6480,833,787,791,985,123,116,43705,43726,35564,35932,6420,5860,275,246,589,763,34,27,823,898,36331,36767,6791,6270,633,621,741,946,61,57,2791,2625,2307,2166,141,162,104,105,17,21,46,52,176,119,2464,2272,207,210,200,166,50,39,62,59
50,1,85,Alabama,Lowndes County,2016,10248,4846,5402,1289,1264,3485,4062,15,15,16,22,4,0,37,39,1322,1294,3498,4082,36,38,23,28,5,0,4770,5311,1255,1227,3458,4025,13,15,9,16,4,0,31,28,1283,1249,3471,4040,30,32,14,19,4,0,76,91,34,37,27,37,2,0,7,6,0,0,6,11,39,45,27,42,6,6,9,9,1,0
50,1,87,Alabama,Macon County,2016,19060,8710,10350,1559,1552,6935,8579,21,29,75,28,2,1,118,161,1647,1675,7006,8666,71,90,99,72,10,17,8535,10197,1471,1492,6878,8519,17,25,69,27,1,1,99,133,1545,1592,6942,8593,59,74,88,64,5,14,175,153,88,60,57,60,4,4,6,1,1,0,19,28,102,83,64,73,12,16,11,8,5,3
50,1,89,Alabama,Madison County,2016,356729,174200,182529,122815,123860,41145,47120,1442,1429,4257,5224,214,203,4327,4693,126678,127962,43155,49408,3077,3223,5619,6678,379,400,165270,174235,115277,116965,40368,46305,1208,1229,4222,5185,172,172,4023,4379,118886,120819,42232,48432,2691,2866,5504,6559,301,340,8930,8294,7538,6895,777,815,234,200,35,39,42,31,304,314,7792,7143,923,976,386,357,115,119,78,60
50,1,91,Alabama,Marengo County,2016,19525,9219,10306,4445,4655,4611,5481,26,22,25,37,19,15,93,96,4525,4738,4661,5539,67,56,37,55,24,16,8988,10079,4272,4482,4579,5449,23,21,24,37,3,4,87,86,4347,4556,4626,5502,61,50,36,54,6,5,231,227,173,173,32,32,3,1,1,0,16,11,6,10,178,182,35,37,6,6,1,1,18,11
50,1,93,Alabama,Marion County,2016,29960,14835,15125,13859,14358,683,458,61,60,43,54,6,12,183,183,14027,14527,772,545,151,147,58,77,10,18,14417,14768,13486,14053,664,450,53,54,41,48,3,4,170,159,13643,14200,748,529,136,128,54,65,6,9,418,357,373,305,19,8,8,6,2,6,3,8,13,24,384,327,24,16,15,19,4,12,4,9
50,1,95,Alabama,Marshall County,2016,95113,46863,48250,43450,45315,1575,1117,550,461,276,397,120,111,892,849,44274,46096,1978,1506,986,864,384,508,153,150,39787,42388,37305,40057,1196,959,286,280,245,354,42,38,713,700,37981,40710,1523,1284,632,601,318,441,55,58,7076,5862,6145,5258,379,158,264,181,31,43,78,73,179,149,6293,5386,455,222,354,263,66,67,98,92
50,1,97,Alabama,Mobile County,2016,414945,198101,216844,120679,126681,68094,80262,1934,2034,4044,4426,91,113,3259,3328,123510,129539,69810,82088,3277,3358,4822,5241,226,259,191907,211197,115639,122036,67447,79665,1775,1925,4001,4401,64,80,2981,3090,118234,124699,69020,81368,2978,3129,4713,5152,163,198,6194,5647,5040,4645,647,597,159,109,43,25,27,33,278,238,5276,4840,790,720,299,229,109,89,63,61
50,1,99,Alabama,Monroe County,2016,21548,10305,11243,5898,6058,4041,4806,137,140,47,48,6,2,176,189,6059,6224,4131,4906,222,214,64,78,9,12,10167,11092,5798,5955,4020,4777,132,129,45,47,2,2,170,182,5954,6114,4108,4874,213,200,60,76,5,12,138,151,100,103,21,29,5,11,2,1,4,0,6,7,105,110,23,32,9,14,4,2,4,0
50,1,101,Alabama,Montgomery County,2016,227170,107437,119733,41500,43116,60661,70904,385,397,3313,3488,110,112,1468,1716,42666,44436,61590,72013,861,973,3782,4026,193,239,103311,116022,38308,40341,60159,70413,253,248,3269,3456,36,47,1286,1517,39337,41506,60976,71405,640,738,3681,3934,90,134,4126,3711,3192,2775,502,491,132,149,44,32,74,65,182,199,3329,2930,614,608,221,235,101,92,103,105
50,1,103,Alabama,Morgan County,2016,119006,58586,60420,48940,50152,7353,7871,669,609,354,461,93,73,1177,1254,50052,51320,7890,8446,1245,1217,509,628,118,116,53272,55978,44185,46234,7124,7680,492,443,327,440,46,35,1098,1146,45227,47306,7629,8206,1018,991,468,589,68,67,5314,4442,4755,3918,229,191,177,166,27,21,47,38,79,108,4825,4014,261,240,227,226,41,39,50,49
50,1,105,Alabama,Perry County,2016,9532,4501,5031,1436,1470,2998,3490,14,9,36,16,3,2,14,44,1450,1510,3003,3517,22,21,37,25,3,4,4430,4951,1380,1419,2984,3467,14,8,36,16,3,2,13,39,1393,1455,2989,3491,21,17,37,24,3,3,71,80,56,51,14,23,0,1,0,0,0,0,1,5,57,55,14,26,1,4,0,1,0,1
50,1,107,Alabama,Pickens County,2016,20325,10139,10186,6053,5655,3889,4364,30,18,34,28,42,23,91,98,6137,5744,3945,4427,68,44,40,42,42,28,9512,9873,5512,5406,3852,4324,28,18,30,28,0,1,90,96,5595,5493,3908,4385,65,44,36,42,0,6,627,313,541,249,37,40,2,0,4,0,42,22,1,2,542,251,37,42,3,0,4,0,42,22
50,1,109,Alabama,Pike County,2016,33464,16094,17370,9485,9808,5748,6812,117,114,403,319,15,14,326,303,9768,10069,5910,6981,250,220,480,383,26,33,15712,17032,9213,9592,5701,6745,104,103,391,310,2,3,301,279,9474,9831,5853,6903,223,197,461,368,11,19,382,338,272,216,47,67,13,11,12,9,13,11,25,24,294,238,57,78,27,23,19,15,15,14
50,1,111,Alabama,Randolph County,2016,22504,10912,11592,8596,8941,2062,2361,41,50,39,56,10,7,164,177,8750,9101,2152,2471,113,109,53,79,12,13,10566,11273,8303,8663,2048,2346,35,44,36,50,6,7,138,163,8432,8811,2128,2451,93,95,45,70,8,12,346,319,293,278,14,15,6,6,3,6,4,0,26,14,318,290,24,20,20,14,8,9,4,1
50,1,113,Alabama,Russell County,2016,58185,28154,30031,14667,15001,12371,13772,167,154,169,317,77,83,703,704,15281,15616,12772,14167,407,404,344,494,121,128,26541,28532,13527,13932,12084,13491,120,111,143,297,68,73,599,628,14050,14483,12424,13849,311,320,297,456,98,109,1613,1499,1140,1069,287,281,47,43,26,20,9,10,104,76,1231,1133,348,318,96,84,47,38,23,19
50,1,115,Alabama,St. Clair County,2016,87306,43493,43813,38141,38909,4254,3761,166,158,328,385,31,27,573,573,38674,39440,4511,4038,427,409,421,482,44,44,42420,42802,37202,38039,4194,3715,140,124,319,374,19,18,546,532,37711,38533,4438,3971,386,355,409,465,27,30,1073,1011,939,870,60,46,26,34,9,11,12,9,27,41,963,907,73,67,41,54,12,17,17,14
50,1,117,Alabama,Shelby County,2016,211282,102227,109055,86160,90690,12098,13903,420,420,2072,2516,59,61,1418,1465,87466,92037,12746,14608,932,921,2518,2976,118,134,95979,103247,80404,85369,11928,13725,263,307,2035,2469,44,41,1305,1336,81614,86607,12524,14370,715,737,2452,2896,89,101,6248,5808,5756,5321,170,178,157,113,37,47,15,20,113,129,5852,5430,222,238,217,184,66,80,29,33
50,1,119,Alabama,Sumter County,2016,12967,5925,7042,1576,1726,4239,5145,2,12,74,117,2,2,32,40,1604,1762,4260,5173,15,23,77,121,2,3,5852,6984,1527,1695,4218,5122,2,12,74,117,0,1,31,37,1555,1728,4238,5148,14,23,77,121,0,1,73,58,49,31,21,23,0,0,0,0,2,1,1,3,49,34,22,25,1,0,0,0,2,2
50,1,121,Alabama,Talladega County,2016,80552,38993,41559,25588,26628,12345,13899,185,136,231,255,8,7,636,634,26149,27189,12700,14261,443,407,333,344,38,39,37927,40845,24756,26071,12233,13818,131,116,221,251,8,4,578,585,25269,26591,12564,14159,359,361,305,331,28,28,1066,714,832,557,112,81,54,20,10,4,0,3,58,49,880,598,136,102,84,46,28,13,10,11
50,1,123,Alabama,Tallapoosa County,2016,40586,19746,20840,14149,14583,5143,5801,85,88,99,123,10,8,260,237,14380,14784,5288,5951,189,179,145,163,23,20,19217,20387,13781,14246,5063,5732,69,83,94,115,0,4,210,207,13969,14422,5186,5868,147,155,126,149,7,11,529,453,368,337,80,69,16,5,5,8,10,4,50,30,411,362,102,83,42,24,19,14,16,9
50,1,125,Alabama,Tuscaloosa County,2016,206464,99549,106915,66412,67961,29851,35633,379,343,1617,1665,54,61,1236,1252,67537,69067,30503,36332,766,744,1979,2024,112,126,95547,103455,62931,64972,29621,35391,232,260,1569,1631,33,44,1161,1157,63991,65996,30232,36039,580,614,1915,1959,82,97,4002,3460,3481,2989,230,242,147,83,48,34,21,17,75,95,3546,3071,271,293,186,130,64,65,30,29
50,1,127,Alabama,Walker County,2016,64533,31522,33011,28730,30045,1876,2115,196,166,169,179,44,25,507,481,29210,30490,2126,2382,432,367,224,235,60,40,30666,32318,28051,29501,1840,2083,141,130,143,162,17,11,474,431,28501,29903,2074,2325,360,305,194,208,30,23,856,693,679,544,36,32,55,36,26,17,27,14,33,50,709,587,52,57,72,62,30,27,30,17
50,1,129,Alabama,Washington County,2016,16621,8161,8460,5446,5512,1903,2083,601,693,109,29,10,7,92,136,5533,5623,1940,2144,652,767,121,58,14,18,8036,8349,5362,5438,1891,2071,586,675,107,28,6,7,84,130,5442,5546,1922,2128,636,745,118,54,9,16,125,111,84,74,12,12,15,18,2,1,4,0,8,6,91,77,18,16,16,22,3,4,5,2
50,1,131,Alabama,Wilcox County,2016,10844,5145,5699,1470,1509,3604,4125,10,14,12,14,2,0,47,37,1511,1541,3624,4147,32,26,22,22,5,2,5065,5644,1426,1484,3577,4097,10,13,12,14,1,0,39,36,1460,1516,3592,4118,28,25,22,21,3,2,80,55,44,25,27,28,0,1,0,0,1,0,8,1,51,25,32,29,4,1,0,1,2,0
50,1,133,Alabama,Winston County,2016,23907,11805,12102,11349,11689,108,78,107,94,32,56,32,16,177,169,11512,11835,169,138,210,199,59,82,37,23,11413,11762,11046,11412,100,74,69,73,29,46,6,3,163,154,11196,11547,153,129,167,166,55,71,10,8,392,340,303,277,8,4,38,21,3,10,26,13,14,15,316,288,16,9,43,33,4,11,27,15
50,2,13,Alaska,Aleutians East Borough,2016,3363,2268,1095,543,207,294,26,365,330,977,477,17,12,72,43,600,241,309,38,403,352,1007,494,21,15,1910,979,247,110,271,23,354,324,955,474,17,12,66,36,298,137,284,34,391,342,982,489,21,15,358,116,296,97,23,3,11,6,22,3,0,0,6,7,302,104,25,4,12,10,25,5,0,0
50,2,16,Alaska,Aleutians West Census Area,2016,5705,3778,1927,1423,545,358,44,396,315,1361,890,104,31,136,102,1528,632,392,59,460,368,1404,926,134,47,3195,1715,969,405,340,36,360,294,1305,861,98,30,123,89,1064,480,368,49,418,339,1346,893,126,45,583,212,454,140,18,8,36,21,56,29,6,1,13,13,464,152,24,10,42,29,58,33,8,2
