SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
50,6,81,California,San Mateo County,2016,767906,379087,388819,237195,234287,11101,10496,3380,3111,103885,117101,5850,6118,17676,17706,252564,249618,14678,14186,6407,6202,116445,129571,8437,8788,284292,294731,154610,152195,9212,8650,575,556,100917,114105,5150,5488,13828,13737,166549,164010,11983,11479,2248,2294,111313,124351,7201,7595,94795,94088,82585,82092,1889,1846,2805,2555,2968,2996,700,630,3848,3969,86015,85608,2695,2707,4159,3908,5132,5220,1236,1193
50,6,83,California,Santa Barbara County,2016,444340,222450,221890,190664,190504,6071,4607,4873,4614,12353,13625,608,475,7881,8065,197853,197902,7984,6569,7768,7610,16210,17527,1323,1187,120332,123814,98433,101958,4624,3308,1012,927,10960,12225,409,292,4894,5104,102869,106611,5912,4648,2244,2281,13752,15088,874,762,102118,98076,92231,88546,1447,1299,3861,3687,1393,1400,199,183,2987,2961,94984,91291,2072,1921,5524,5329,2458,2439,449,425
50,6,85,California,Santa Clara County,2016,1928368,973257,955111,537566,516325,28488,25887,12147,11619,350427,358371,4458,4465,40171,38444,573581,550700,36705,33921,20588,19938,377777,384232,8725,8658,722501,710415,319002,303528,23907,21279,2016,1947,344167,351850,3242,3312,30167,28499,345979,328949,30038,27223,6497,6380,366203,372401,6450,6425,250756,244696,218564,212797,4581,4608,10131,9672,6260,6521,1216,1153,10004,9945,227602,221751,6667,6698,14091,13558,11574,11831,2275,2233
50,6,87,California,Santa Cruz County,2016,274396,136089,138307,119374,120986,2111,1709,2541,2423,6371,7286,295,249,5397,5654,124349,126193,3329,3026,4464,4454,9087,10103,801,783,90152,92719,78438,80362,1533,1093,549,494,5645,6565,187,162,3800,4043,81930,84092,2428,2066,1563,1619,7807,8831,569,564,45937,45588,40936,40624,578,616,1992,1929,726,721,108,87,1597,1611,42419,42101,901,960,2901,2835,1280,1272,232,219
50,6,89,California,Shasta County,2016,178571,87722,90849,77252,80409,1125,833,2779,2842,2625,2670,205,170,3736,3925,80779,84104,1977,1735,4786,5000,3676,3759,478,461,78949,82133,70159,73394,998,703,2006,2098,2522,2577,164,109,3100,3252,73090,76456,1749,1505,3530,3748,3479,3573,405,360,8773,8716,7093,7015,127,130,773,744,103,93,41,61,636,673,7689,7648,228,230,1256,1252,197,186,73,101
50,6,91,California,Sierra County,2016,2951,1487,1464,1380,1387,8,2,42,27,8,10,2,2,47,36,1424,1420,26,17,64,42,16,17,5,4,1321,1319,1239,1255,6,1,25,23,8,10,2,1,41,29,1278,1281,21,12,44,35,14,17,5,3,166,145,141,132,2,1,17,4,0,0,0,1,6,7,146,139,5,5,20,7,2,0,0,1
50,6,93,California,Siskiyou County,2016,43376,21600,21776,18737,18871,390,255,1026,1096,267,347,83,58,1097,1149,19738,19918,630,486,1719,1829,482,591,163,141,18857,19178,16477,16770,362,232,810,846,254,331,57,36,897,963,17290,17640,564,439,1351,1441,451,551,127,109,2743,2598,2260,2101,28,23,216,250,13,16,26,22,200,186,2448,2278,66,47,368,388,31,40,36,32
50,6,95,California,Solano County,2016,438858,218215,220643,133837,130673,32788,32456,2758,2623,31376,37235,2274,2238,15182,15418,146461,143414,38814,38670,6298,6328,39556,45501,4564,4655,159802,164821,85558,85121,30573,30103,1011,908,29577,35394,1866,1828,11217,11467,94734,94441,35100,34786,2991,3068,36084,41969,3582,3661,58413,55822,48279,45552,2215,2353,1747,1715,1799,1841,408,410,3965,3951,51727,48973,3714,3884,3307,3260,3472,3532,982,994
50,6,97,California,Sonoma County,2016,502547,245584,256963,214532,223931,5416,4525,5501,5441,9811,12040,828,1091,9496,9935,223350,233120,7858,7087,9256,9419,13886,16278,1801,2153,177462,192318,155003,167429,4293,3517,1762,1896,9043,11313,624,879,6737,7284,161249,174151,6116,5499,3855,4285,12328,14783,1357,1701,68122,64645,59529,56502,1123,1008,3739,3545,768,727,204,212,2759,2651,62101,58969,1742,1588,5401,5134,1558,1495,444,452
50,6,99,California,Stanislaus County,2016,539255,266723,272532,223796,228590,9262,8975,5421,5184,15228,16539,2403,2407,10613,10837,233167,238149,12063,11877,9402,9357,19913,21261,3890,3985,142902,150507,111988,118593,7257,6873,1455,1430,13471,14704,1820,1890,6911,7017,117969,124666,9184,8853,3381,3490,17009,18230,2886,3012,123821,122025,111808,109997,2005,2102,3966,3754,1757,1835,583,517,3702,3820,115198,113483,2879,3024,6021,5867,2904,3031,1004,973
50,6,101,California,Sutter County,2016,95742,47643,48099,34919,35488,1316,1104,1137,1127,7915,8105,189,203,2167,2072,36849,37331,1866,1635,1993,1972,8861,9001,406,426,32707,33879,21873,23069,1050,863,450,487,7617,7821,139,146,1578,1493,23280,24397,1475,1264,950,986,8398,8554,297,316,14936,14220,13046,12419,266,241,687,640,298,284,50,57,589,579,13569,12934,391,371,1043,986,463,447,109,110
50,6,103,California,Tehama County,2016,63453,31514,31939,28558,28913,344,245,1037,1095,422,444,74,58,1079,1184,29537,29997,580,492,1697,1831,643,704,155,143,23466,24418,21411,22281,271,172,579,639,364,384,53,39,788,903,22123,23100,457,379,1013,1162,555,608,118,110,8048,7521,7147,6632,73,73,458,456,58,60,21,19,291,281,7414,6897,123,113,684,669,88,96,37,33
50,6,105,California,Trinity County,2016,12828,6593,6235,5778,5502,58,29,347,312,59,80,13,9,338,303,6086,5782,125,98,574,522,115,120,32,23,6134,5779,5463,5173,49,20,271,247,57,75,13,7,281,257,5721,5409,99,76,458,424,108,115,30,19,459,456,315,329,9,9,76,65,2,5,0,2,57,46,365,373,26,22,116,98,7,5,2,4
50,6,107,California,Tulare County,2016,459235,229573,229662,203176,202752,5011,4877,6379,6292,8739,9336,540,521,5728,5884,208447,208146,6415,6331,9097,9117,10814,11456,1053,1082,80168,84892,65187,69142,2947,2675,1536,1705,7173,7860,267,213,3058,3297,67979,72143,3797,3595,2579,2918,8543,9290,573,548,149405,144770,137989,133610,2064,2202,4843,4587,1566,1476,273,308,2670,2587,140468,136003,2618,2736,6518,6199,2271,2166,480,534
50,6,109,California,Tuolumne County,2016,53770,27899,25871,24989,23735,934,161,613,592,305,412,83,61,975,910,25870,24562,1127,342,1190,1145,550,640,158,127,24109,23184,21743,21565,889,122,415,388,259,373,65,45,738,691,22412,22184,1033,267,818,780,476,574,123,97,3790,2687,3246,2170,45,39,198,204,46,39,18,16,237,219,3458,2378,94,75,372,365,74,66,35,30
50,6,111,California,Ventura County,2016,847323,419522,427801,356148,360805,10248,9011,8112,7524,29612,34791,1251,1173,14151,14497,369219,374148,13472,12382,12626,12274,37067,42344,2592,2614,238726,249122,191612,197824,7741,6588,1228,1240,27713,32834,777,722,9655,9914,200463,206901,10003,8959,3430,3654,33519,38684,1720,1736,180796,178679,164536,162981,2507,2423,6884,6284,1899,1957,474,451,4496,4583,168756,167247,3469,3423,9196,8620,3548,3660,872,878
50,6,113,California,Yolo County,2016,215627,104850,110777,79006,82490,3138,3045,1819,1965,14810,16814,599,627,5478,5836,83978,87756,4343,4343,3326,3648,17980,20187,1179,1289,71142,76661,49214,52620,2613,2480,520,600,14317,16242,441,489,4037,4230,52859,56440,3517,3431,1322,1500,16910,18942,874,975,33708,34116,29792,29870,525,565,1299,1365,493,572,158,138,1441,1606,31119,31316,826,912,2004,2148,1070,1245,305,314
50,6,115,California,Yuba County,2016,74952,37971,36981,30089,29369,1730,1375,1041,1133,2602,2698,176,170,2333,2236,32200,31380,2456,2065,2134,2219,3369,3408,375,369,27318,26822,21107,20882,1434,1074,567,647,2374,2441,131,143,1705,1635,22642,22355,2024,1628,1244,1333,3011,3031,280,291,10653,10159,8982,8487,296,301,474,486,228,257,45,27,628,601,9558,9025,432,437,890,886,358,377,95,78
50,8,1,Colorado,Adams County,2016,497734,250876,246858,216992,213341,10090,8961,5550,5339,10109,11047,546,527,7589,7643,223921,220347,12892,11681,8815,8767,12522,13480,1030,999,150220,150267,126062,126312,8286,7143,1437,1508,9380,10284,312,315,4743,4705,130428,130651,10309,9127,2650,2773,11295,12204,608,598,100656,96591,90930,87029,1804,1818,4113,3831,729,763,234,212,2846,2938,93493,89696,2583,2554,6165,5994,1227,1276,422,401
50,8,3,Colorado,Alamosa County,2016,16053,8058,7995,7050,7087,168,122,440,415,121,123,15,27,264,221,7299,7291,246,180,578,535,174,173,29,45,4314,4262,3879,3880,118,63,105,115,71,74,6,5,135,125,4001,3994,168,104,156,163,108,112,18,20,3744,3733,3171,3207,50,59,335,300,50,49,9,22,129,96,3298,3297,78,76,422,372,66,61,11,25
50,8,5,Colorado,Arapahoe County,2016,638950,315745,323205,244979,249378,36092,35573,3488,3544,18114,21319,895,893,12177,12498,255800,260527,42387,41942,6859,7182,22487,25827,1635,1644,254576,263323,192026,197687,33603,32833,1306,1462,17412,20723,701,721,9528,9897,200496,206503,38627,38022,3452,3828,21116,24581,1274,1317,61169,59882,52953,51691,2489,2740,2182,2082,702,596,194,172,2649,2601,55304,54024,3760,3920,3407,3354,1371,1246,361,327
50,8,7,Colorado,Archuleta County,2016,12825,6450,6375,5952,5860,55,29,218,237,60,83,5,7,160,159,6101,6008,97,73,317,338,83,107,14,16,5299,5221,4974,4906,47,22,109,110,39,70,5,4,125,109,5089,5008,80,54,184,173,59,90,14,12,1151,1154,978,954,8,7,109,127,21,13,0,3,35,50,1012,1000,17,19,133,165,24,17,0,4
50,8,9,Colorado,Baca County,2016,3530,1760,1770,1655,1677,21,15,38,32,2,9,0,0,44,37,1698,1713,37,24,61,55,7,14,1,2,1546,1605,1475,1536,12,11,26,22,2,9,0,0,31,27,1505,1562,23,19,42,36,6,13,1,2,214,165,180,141,9,4,12,10,0,0,0,0,13,10,193,151,14,5,19,19,1,1,0,0
50,8,11,Colorado,Bent County,2016,5833,3820,2013,3127,1874,432,13,130,67,68,17,4,3,59,39,3180,1913,456,21,165,94,73,22,5,3,2579,1386,1996,1318,422,9,70,21,59,15,2,3,30,20,2020,1338,435,13,89,34,62,18,3,3,1241,627,1131,556,10,4,60,46,9,2,2,0,29,19,1160,575,21,8,76,60,11,4,2,0
50,8,13,Colorado,Boulder County,2016,321250,161517,159733,146266,144453,2057,1538,1395,1312,7390,8054,139,98,4270,4278,150338,148526,3065,2545,2615,2622,9655,10273,361,319,139205,137754,126080,124450,1718,1215,579,611,7199,7909,109,65,3520,3504,129448,127802,2578,2077,1402,1490,9217,9875,296,241,22312,21979,20186,20003,339,323,816,701,191,145,30,33,750,774,20890,20724,487,468,1213,1132,438,398,65,78
50,8,14,Colorado,Broomfield County,2016,66513,32962,33551,29279,29572,500,447,276,240,1998,2300,45,43,864,949,30083,30464,692,666,521,531,2463,2788,96,90,28907,29526,25613,25942,443,377,161,134,1952,2257,39,37,699,779,26264,26674,599,560,329,333,2363,2695,75,71,4055,4025,3666,3630,57,70,115,106,46,43,6,6,165,170,3819,3790,93,106,192,198,100,93,21,19
50,8,15,Colorado,Chaffee County,2016,19110,10210,8900,9458,8492,323,29,166,129,74,86,13,7,176,157,9624,8644,366,67,267,223,115,112,18,13,8968,8198,8341,7905,312,19,106,67,68,80,10,5,131,122,8464,8022,344,49,177,136,104,104,14,10,1242,702,1117,587,11,10,60,62,6,6,3,2,45,35,1160,622,22,18,90,87,11,8,4,3
50,8,17,Colorado,Cheyenne County,2016,1850,914,936,864,899,5,8,17,9,14,12,1,0,13,8,877,907,9,10,24,13,16,14,1,0,791,832,753,798,5,8,10,7,13,12,1,0,9,7,762,805,8,10,14,10,15,14,1,0,123,104,111,101,0,0,7,2,1,0,0,0,4,1,115,102,1,0,10,3,1,0,0,0
50,8,19,Colorado,Clear Creek County,2016,9353,4920,4433,4650,4208,57,30,66,55,34,51,4,2,109,87,4752,4292,88,58,125,101,59,64,7,6,4581,4157,4365,3978,51,24,44,36,32,51,3,0,86,68,4444,4044,75,46,90,71,54,61,6,3,339,276,285,230,6,6,22,19,2,0,1,2,23,19,308,248,13,12,35,30,5,3,1,3
50,8,21,Colorado,Conejos County,2016,8050,4041,4009,3715,3690,33,36,158,153,37,26,5,9,93,95,3805,3783,57,61,214,209,51,40,9,12,1858,1921,1755,1807,15,10,32,37,13,17,3,3,40,47,1794,1853,29,22,48,65,22,24,6,5,2183,2088,1960,1883,18,26,126,116,24,9,2,6,53,48,2011,1930,28,39,166,144,29,16,3,7
50,8,23,Colorado,Costilla County,2016,3693,1935,1758,1701,1541,46,37,100,102,32,22,8,7,48,49,1748,1589,60,51,128,133,38,27,9,7,766,641,676,561,14,17,24,22,29,18,1,1,22,22,698,583,18,21,36,39,34,19,2,1,1169,1117,1025,980,32,20,76,80,3,4,7,6,26,27,1050,1006,42,30,92,94,4,8,7,6
50,8,25,Colorado,Crowley County,2016,5285,3691,1594,2974,1457,477,16,128,48,56,19,1,1,55,53,3026,1508,492,35,153,79,72,24,3,2,2472,1161,1855,1076,470,11,61,16,54,19,1,1,31,38,1883,1114,478,24,72,36,67,23,3,2,1219,433,1119,381,7,5,67,32,2,0,0,0,24,15,1143,394,14,11,81,43,5,1,0,0
50,8,27,Colorado,Custer County,2016,4588,2358,2230,2232,2139,46,14,29,17,10,15,0,0,41,45,2273,2183,57,28,55,47,13,17,1,0,2212,2116,2107,2044,43,11,22,10,10,15,0,0,30,36,2137,2080,50,20,42,35,12,17,1,0,146,114,125,95,3,3,7,7,0,0,0,0,11,9,136,103,7,8,13,12,1,0,0,0
50,8,29,Colorado,Delta County,2016,30346,15219,15127,14345,14429,171,73,230,192,131,144,12,16,330,273,14661,14691,248,144,434,365,189,173,23,29,12740,12996,12152,12523,142,50,105,85,108,132,6,11,227,195,12368,12711,197,98,236,203,154,156,16,23,2479,2131,2193,1906,29,23,125,107,23,12,6,5,103,78,2293,1980,51,46,198,162,35,17,7,6
50,8,31,Colorado,Denver County,2016,696159,348861,347298,283925,278758,34941,34923,6448,6620,12484,14991,581,582,10482,11424,293061,288751,39770,40117,10601,11339,15929,18658,1130,1177,242273,243700,188957,187202,31930,31764,1711,1906,11864,14307,371,383,7440,8138,195444,194294,35488,35620,4103,4672,14650,17265,778,817,106588,103598,94968,91556,3011,3159,4737,4714,620,684,210,199,3042,3286,97617,94457,4282,4497,6498,6667,1279,1393,352,360
50,8,33,Colorado,Dolores County,2016,2056,1082,974,1018,915,2,3,35,29,2,1,1,1,24,25,1042,939,8,12,43,44,12,3,1,1,1008,919,949,866,1,3,31,25,2,1,1,1,24,23,973,888,7,11,39,39,12,3,1,1,74,55,69,49,1,0,4,4,0,0,0,0,0,2,69,51,1,1,4,5,0,0,0,0
50,8,35,Colorado,Douglas County,2016,328219,163609,164610,148580,149359,2549,1986,766,766,7364,8242,156,170,4194,4087,152556,153267,3686,3062,1759,1780,9640,10454,426,436,149981,150562,136327,136675,2286,1748,439,454,7217,8044,125,137,3587,3504,139753,140039,3272,2679,1138,1177,9275,10054,363,370,13628,14048,12253,12684,263,238,327,312,147,198,31,33,607,583,12803,13228,414,383,621,603,365,400,63,66
50,8,37,Colorado,Eagle County,2016,54541,28935,25606,27341,24317,522,221,386,361,304,377,29,22,353,308,27662,24605,610,303,554,519,414,455,62,42,20506,17925,19564,17174,357,119,78,86,269,341,14,8,224,197,19765,17356,421,173,155,168,359,407,37,22,8429,7681,7777,7143,165,102,308,275,35,36,15,14,129,111,7897,7249,189,130,399,351,55,48,25,20
50,8,39,Colorado,Elbert County,2016,25157,12623,12534,11963,11894,197,93,113,107,90,165,20,20,240,255,12183,12132,271,162,211,229,170,237,36,36,11818,11632,11268,11119,181,81,78,75,79,137,14,14,198,206,11451,11312,245,138,148,167,152,202,27,25,805,902,695,775,16,12,35,32,11,28,6,6,42,49,732,820,26,24,63,62,18,35,9,11
50,8,41,Colorado,El Paso County,2016,688277,347955,340322,291201,284247,25683,21955,4717,4522,8742,11899,1434,1374,16178,16325,305919,299231,32828,29023,9475,9513,15118,18243,2775,2753,289615,283610,242848,237662,22811,19027,2207,2105,8082,11227,1114,1013,12553,12576,254238,249177,28505,24649,5193,5221,13443,16544,2185,2072,58340,56712,48353,46585,2872,2928,2510,2417,660,672,320,361,3625,3749,51681,50054,4323,4374,4282,4292,1675,1699,590,681
50,8,43,Colorado,Fremont County,2016,46976,27114,19862,24010,18892,1785,99,577,292,286,147,15,18,441,414,24432,19295,1884,180,851,556,377,225,30,30,22740,18082,19910,17323,1735,90,459,192,273,136,7,12,356,329,20251,17644,1816,154,671,397,354,202,18,22,4374,1780,4100,1569,50,9,118,100,13,11,8,6,85,85,4181,1651,68,26,180,159,23,23,12,8
50,8,45,Colorado,Garfield County,2016,58785,29931,28854,28175,27177,420,284,491,472,210,333,41,45,594,543,28731,27696,552,407,862,801,342,456,71,63,21414,20929,20451,20001,228,124,154,118,179,291,24,14,378,381,20804,20368,330,213,348,326,287,393,45,29,8517,7925,7724,7176,192,160,337,354,31,42,17,31,216,162,7927,7328,222,194,514,475,55,63,26,34
50,8,47,Colorado,Gilpin County,2016,5914,3115,2799,2921,2620,36,27,40,36,41,52,10,3,67,61,2981,2680,54,47,75,67,63,66,15,3,2903,2612,2728,2458,34,21,28,30,41,52,9,3,63,48,2785,2505,50,38,60,52,62,65,14,3,212,187,193,162,2,6,12,6,0,0,1,0,4,13,196,175,4,9,15,15,1,1,1,0
50,8,49,Colorado,Grand County,2016,15179,8060,7119,7703,6804,71,44,57,48,69,73,12,12,148,138,7841,6935,109,82,140,117,105,108,20,21,7355,6535,7082,6284,57,41,32,32,65,70,6,10,113,98,7187,6377,90,68,86,77,97,100,13,16,705,584,621,520,14,3,25,16,4,3,6,2,35,40,654,558,19,14,54,40,8,8,7,5
50,8,51,Colorado,Gunnison County,2016,16414,8879,7535,8355,7100,74,29,234,189,55,66,5,3,156,148,8493,7237,122,61,316,264,95,110,15,16,8060,6836,7760,6580,70,25,69,46,45,63,5,3,111,119,7855,6690,105,49,122,106,79,101,14,13,819,699,595,520,4,4,165,143,10,3,0,0,45,29,638,547,17,12,194,158,16,9,1,3
50,8,53,Colorado,Hinsdale County,2016,788,406,382,380,363,2,3,6,3,4,3,0,0,14,10,394,373,6,4,10,8,12,7,1,0,389,364,367,347,2,3,5,2,3,3,0,0,12,9,379,356,6,4,8,7,10,6,0,0,17,18,13,16,0,0,1,1,1,0,0,0,2,1,15,17,0,0,2,1,2,1,1,0
50,8,55,Colorado,Huerfano County,2016,6580,3365,3215,2990,2873,38,35,184,157,31,28,8,8,114,114,3098,2982,58,61,264,234,53,42,10,14,2168,2150,2029,2012,24,17,35,33,20,17,6,5,54,66,2079,2075,36,31,68,78,33,24,7,10,1197,1065,961,861,14,18,149,124,11,11,2,3,60,48,1019,907,22,30,196,156,20,18,3,4
50,8,57,Colorado,Jackson County,2016,1358,713,645,676,624,0,1,25,8,1,3,0,0,11,9,687,631,3,7,31,12,3,3,0,1,613,575,597,560,0,1,9,4,1,3,0,0,6,7,603,566,2,6,12,6,2,3,0,1,100,70,79,64,0,0,16,4,0,0,0,0,5,2,84,65,1,1,19,6,1,0,0,0
50,8,59,Colorado,Jefferson County,2016,571413,284314,287099,261672,264444,4329,3152,3457,3404,7642,9030,339,328,6875,6741,268230,270888,6185,4937,6283,6199,10358,11663,758,720,241253,243062,223601,225385,3615,2469,1448,1467,7275,8624,234,236,5080,4881,228465,230069,5051,3834,3148,3086,9548,10801,543,529,43061,44037,38071,39059,714,683,2009,1937,367,406,105,92,1795,1860,39765,40819,1134,1103,3135,3113,810,862,215,191
50,8,61,Colorado,Kiowa County,2016,1342,643,699,622,677,5,4,5,5,0,0,1,5,10,8,631,685,10,5,9,10,2,2,2,5,593,650,580,637,4,4,1,4,0,0,0,1,8,4,588,641,8,4,5,6,1,2,0,1,50,49,42,40,1,0,4,1,0,0,1,4,2,4,43,44,2,1,4,4,1,0,2,4
50,8,63,Colorado,Kit Carson County,2016,7626,4040,3586,3784,3420,116,24,44,42,21,36,8,6,67,58,3841,3476,139,42,79,72,37,44,12,10,3179,2981,2977,2860,110,20,22,20,20,33,5,2,45,46,3015,2904,126,34,45,43,32,41,7,5,861,605,807,560,6,4,22,22,1,3,3,4,22,12,826,572,13,8,34,29,5,3,5,5
50,8,65,Colorado,Lake County,2016,7590,4085,3505,3830,3273,35,24,90,99,22,28,4,0,104,81,3927,3350,63,44,152,141,40,46,10,5,2637,2203,2496,2087,26,15,33,30,17,27,4,0,61,44,2553,2128,44,26,63,53,32,38,7,2,1448,1302,1334,1186,9,9,57,69,5,1,0,0,43,37,1374,1222,19,18,89,88,8,8,3,3
50,8,67,Colorado,La Plata County,2016,55316,27976,27340,24892,24139,209,128,1997,2116,162,238,21,22,695,697,25544,24788,347,248,2465,2572,290,387,50,60,24370,23832,22128,21363,169,103,1445,1630,130,214,19,20,479,502,22579,21830,275,198,1737,1931,237,334,40,50,3606,3508,2764,2776,40,25,552,486,32,24,2,2,216,195,2965,2958,72,50,728,641,53,53,10,10
50,8,69,Colorado,Larimer County,2016,338984,169188,169796,157171,157974,2127,1647,1668,1675,3754,4223,182,142,4286,4135,161277,161928,3313,2774,3327,3266,5488,5881,447,382,149625,151096,139947,141542,1835,1358,754,718,3562,4071,123,94,3404,3313,143219,144723,2815,2310,1862,1791,5079,5538,343,295,19563,18700,17224,16432,292,289,914,957,192,152,59,48,882,822,18058,17205,498,464,1465,1475,409,343,104,87
50,8,71,Colorado,Las Animas County,2016,14073,7300,6773,6561,6199,209,61,275,238,87,92,8,12,160,171,6713,6355,239,108,378,352,123,120,14,22,4217,3914,3795,3615,181,42,97,76,73,82,3,5,68,94,3858,3701,199,68,134,134,92,99,6,12,3083,2859,2766,2584,28,19,178,162,14,10,5,7,92,77,2855,2654,40,40,244,218,31,21,8,10
50,8,73,Colorado,Lincoln County,2016,5551,3181,2370,2775,2236,274,25,51,24,29,26,4,3,48,56,2819,2290,289,40,76,56,41,38,4,6,2634,2180,2279,2073,260,23,33,11,23,26,4,3,35,44,2310,2116,271,37,52,33,32,35,4,5,547,190,496,163,14,2,18,13,6,0,0,0,13,12,509,174,18,3,24,23,9,3,0,1
50,8,75,Colorado,Logan County,2016,22435,12814,9621,11435,9103,856,98,233,153,109,97,12,11,169,159,11592,9253,909,152,320,238,148,124,20,22,10370,8387,9172,8043,819,72,155,65,90,83,6,9,128,115,9289,8152,866,115,215,119,120,105,13,18,2444,1234,2263,1060,37,26,78,88,19,14,6,2,41,44,2303,1101,43,37,105,119,28,19,7,4
50,8,77,Colorado,Mesa County,2016,149736,74064,75672,69786,71273,804,563,1130,1124,546,880,89,101,1709,1731,71388,72889,1299,1055,2007,2014,1021,1365,206,216,63120,65087,60244,62085,628,403,487,486,466,802,76,74,1219,1237,61394,63239,1017,795,1016,1025,852,1201,158,161,10944,10585,9542,9188,176,160,643,638,80,78,13,27,490,494,9994,9650,282,260,991,989,169,164,48,55
50,8,79,Colorado,Mineral County,2016,756,380,376,368,366,3,1,6,1,0,3,0,0,3,5,371,370,4,4,8,1,0,5,0,1,360,351,349,343,3,1,5,0,0,3,0,0,3,4,352,346,4,4,7,0,0,4,0,1,20,25,19,23,0,0,1,1,0,0,0,0,0,1,19,24,0,0,1,1,0,1,0,0
50,8,81,Colorado,Moffat County,2016,13144,6747,6397,6391,6066,57,44,114,94,45,52,8,3,132,138,6512,6189,101,84,174,165,77,83,19,16,5651,5472,5407,5223,52,36,48,55,41,50,6,3,97,105,5496,5314,90,72,88,104,64,73,14,16,1096,925,984,843,5,8,66,39,4,2,2,0,35,33,1016,875,11,12,86,61,13,10,5,0
50,8,83,Colorado,Montezuma County,2016,25994,12822,13172,10711,10827,64,62,1645,1876,66,95,10,13,326,299,11016,11104,135,124,1861,2071,123,149,24,29,11148,11608,9375,9577,48,46,1407,1652,58,89,6,9,254,235,9611,9793,109,95,1570,1801,103,136,18,23,1674,1564,1336,1250,16,16,238,224,8,6,4,4,72,64,1405,1311,26,29,291,270,20,13,6,6
50,8,85,Colorado,Montrose County,2016,41151,20269,20882,19114,19787,171,123,386,341,144,195,60,23,394,413,19483,20174,256,196,638,610,225,283,77,45,15935,16773,15271,16127,105,73,126,115,112,163,45,14,276,281,15529,16391,173,128,290,277,176,236,56,31,4334,4109,3843,3660,66,50,260,226,32,32,15,9,118,132,3954,3783,83,68,348,333,49,47,21,14
50,8,87,Colorado,Morgan County,2016,28199,14117,14082,12881,13010,594,440,255,250,106,106,58,37,223,239,13088,13226,677,512,362,370,147,162,77,59,8890,9193,8032,8517,544,365,62,59,87,89,23,7,142,156,8165,8664,608,420,117,117,115,132,34,23,5227,4889,4849,4493,50,75,193,191,19,17,35,30,81,83,4923,4562,69,92,245,253,32,30,43,36
50,8,89,Colorado,Otero County,2016,18266,8981,9285,8130,8477,167,97,322,339,82,81,14,22,266,269,8373,8734,221,144,508,517,127,130,29,46,5186,5476,4822,5160,112,56,57,63,73,64,4,9,118,124,4929,5276,146,83,128,125,96,101,11,25,3795,3809,3308,3317,55,41,265,276,9,17,10,13,148,145,3444,3458,75,61,380,392,31,29,18,21
50,8,91,Colorado,Ouray County,2016,4789,2408,2381,2325,2295,4,0,19,18,11,19,5,2,44,47,2363,2338,20,16,41,38,18,27,11,10,2252,2234,2187,2159,4,0,11,13,11,19,5,2,34,41,2218,2196,18,15,28,30,16,27,7,8,156,147,138,136,0,0,8,5,0,0,0,0,10,6,145,142,2,1,13,8,2,0,4,2
50,8,93,Colorado,Park County,2016,17343,9197,8146,8693,7710,68,51,125,99,68,105,2,2,241,179,8916,7874,118,94,262,195,131,149,22,21,8621,7660,8212,7304,65,50,81,65,66,101,2,1,195,139,8391,7430,111,81,184,134,123,141,17,19,576,486,481,406,3,1,44,34,2,4,0,1,46,40,525,444,7,13,78,61,8,8,5,2
50,8,95,Colorado,Phillips County,2016,4280,2096,2184,2017,2106,35,12,17,27,11,15,1,2,15,22,2029,2127,40,22,28,34,14,20,1,4,1657,1740,1608,1691,19,6,7,9,11,15,1,2,11,17,1618,1707,24,14,14,13,12,20,1,4,439,444,409,415,16,6,10,18,0,0,0,0,4,5,411,420,16,8,14,21,2,0,0,0
50,8,97,Colorado,Pitkin County,2016,17975,9369,8606,8935,8152,135,45,57,34,103,233,10,12,129,130,9050,8270,173,81,108,86,144,276,27,27,8500,7698,8146,7314,119,35,22,16,96,220,7,8,110,105,8245,7408,149,67,64,51,133,259,22,21,869,908,789,838,16,10,35,18,7,13,3,4,19,25,805,862,24,14,44,35,11,17,5,6
